ORF	gene	length.prot	classification	label
YCR008W	SAT4	603	Verified	other
YCR009C	RVS161	265	Verified	other
YCR010C	ADY2	283	Verified	other
YCR011C	ADP1	1049	Verified	MSN2/4
YCR012W	PGK1	416	Verified	glycolysis
YCR013C	YCR013C	215	Dubious	other
YCR014C	POL4	582	Verified	other
YCR015C	CTO1	317	Verified	other
YCR016W	YCR016W	290	Uncharacterized	other
YCR017C	CWH43	953	Verified	other
YCR018C	SRD1	221	Verified	other
YCR018C-A	YCR018C-A	84	Dubious	other
YCR019W	MAK32	363	Verified	other
YCR020C	PET18	215	Verified	other
YCR020C-A	MAK31	88	Verified	other
YCR020W-B	HTL1	78	Verified	other
YCR021C	HSP30	332	Verified	HSF1
YCR022C	YCR022C	114	Uncharacterized	other
YCR023C	YCR023C	611	Verified	other
YCR024C	SLM5	492	Verified	other
YCR024C-A	PMP1	40	Verified	other
YCR024C-B	YCR024C-B	88	Uncharacterized	other
YCR025C	YCR025C	136	Uncharacterized	other
YCR026C	NPP1	742	Verified	other
YCR027C	RHB1	209	Verified	other
YCR028C	FEN2	512	Verified	other
YCR028C-A	RIM1	135	Verified	other
YCR030C	SYP1	870	Verified	other
YCR031C	RPS14A	137	Verified	translation
YCR032W	BPH1	2167	Verified	other
YCR033W	SNT1	1226	Verified	other
YCR034W	ELO2	347	Verified	other
YCR035C	RRP43	394	Verified	other
YCR036W	RBK1	333	Verified	other
YCR037C	PHO87	923	Verified	other
YCR038C	BUD5	642	Verified	other
YCR038W-A	YCR038W-A	41	Dubious	other
YCR039C	MATALPHA2	210	Verified	other
YCR040W	MATALPHA1	175	Verified	other
YCR041W	YCR041W	110	Verified	other
YCR042C	TAF2	1407	Verified	other
YCR043C	YCR043C	127	Uncharacterized	other
YCR044C	PER1	357	Verified	other
YCR045C	RRT12	491	Verified	other
YCR045W-A	YCR045W-A	116	Dubious	other
YCR046C	IMG1	169	Verified	other
YCR047C	BUD23	275	Verified	other
YCR047W-A	YCR047W-A	68	Dubious	other
YCR048W	ARE1	610	Verified	other
YCR049C	YCR049C	148	Dubious	other
YCR050C	YCR050C	102	Uncharacterized	other
YCR051W	YCR051W	222	Uncharacterized	other
YCR052W	RSC6	483	Verified	other
YCR053W	THR4	514	Verified	other
YCR054C	CTR86	563	Verified	other
YCR057C	PWP2	923	Verified	translation
YCR059C	YIH1	258	Verified	other
YCR060W	TAH1	111	Verified	other
YCR061W	YCR061W	631	Uncharacterized	other
YCR063W	BUD31	157	Verified	other
YCR064C	YCR064C	136	Dubious	other
YCR065W	HCM1	564	Verified	other
YCR066W	RAD18	487	Verified	other
YCR067C	SED4	1065	Verified	other
YCR068W	ATG15	520	Verified	other
YCR069W	CPR4	318	Verified	other
YCR071C	IMG2	146	Verified	other
YCR072C	RSA4	515	Verified	translation
YCR073C	SSK22	1331	Verified	other
YCR073W-A	SOL2	315	Verified	other
YCR075C	ERS1	260	Verified	other
YCR075W-A	EGO2	75	Verified	other
YCR076C	FUB1	250	Verified	other
YCR077C	PAT1	796	Verified	other
YCR079W	PTC6	442	Verified	other
YCR081C-A	YCR081C-A	78	Dubious	other
YCR081W	SRB8	1427	Verified	other
YCR082W	AHC2	128	Verified	other
YCR083W	TRX3	127	Verified	MSN2/4
YCR084C	TUP1	713	Verified	other
YCR085W	YCR085W	117	Uncharacterized	other
YCR086W	CSM1	190	Verified	other
YCR087C-A	YCR087C-A	153	Uncharacterized	other
YCR087W	YCR087W	171	Dubious	other
YCR088W	ABP1	592	Verified	other
YCR089W	FIG2	1609	Verified	other
YCR090C	YCR090C	182	Uncharacterized	other
YCR091W	KIN82	720	Verified	other
YCR092C	MSH3	1018	Verified	other
YCR093W	CDC39	2108	Verified	other
YCR094W	CDC50	391	Verified	other
YCR095C	OCA4	362	Uncharacterized	other
YCR095W-A	YCR095W-A	52	Uncharacterized	other
YCR096C	HMRA2	119	Verified%7Csilenced_gene	other
YCR097W	HMRA1	126	Verified%7Csilenced_gene	other
YCR097W-A	YCR097W-A	88	Dubious	other
YCR098C	GIT1	518	Verified	other
YCR099C	YCR099C	155	Uncharacterized	other
YCR100C	YCR100C	316	Uncharacterized	other
YCR101C	YCR101C	182	Uncharacterized	other
YCR102C	YCR102C	368	Uncharacterized	other
YCR102W-A	YCR102W-A	65	Dubious	other
YCR104W	PAU3	124	Verified	other
YCR105W	ADH7	361	Verified	other
YCR106W	RDS1	832	Verified	other
YCR107W	AAD3	363	Verified	other
YCR108C	YCR108C	63	Uncharacterized	other
YDL001W	RMD1	430	Verified	other
YDL002C	NHP10	203	Verified	other
YDL003W	MCD1	566	Verified	other
YDL004W	ATP16	160	Verified	other
YDL005C	MED2	431	Verified	other
YDL006W	PTC1	281	Verified	other
YDL007C-A	YDL007C-A	85	Uncharacterized	other
YDL007W	RPT2	437	Verified	other
YDL008W	APC11	165	Verified	other
YDL009C	YDL009C	107	Uncharacterized	other
YDL010W	GRX6	231	Verified	other
YDL011C	YDL011C	107	Dubious	other
YDL012C	YDL012C	107	Verified	other
YDL013W	SLX5	619	Verified	other
YDL014W	NOP1	327	Verified	translation
YDL015C	TSC13	310	Verified	other
YDL016C	YDL016C	100	Dubious	other
YDL017W	CDC7	507	Verified	other
YDL018C	ERP3	225	Verified	other
YDL019C	OSH2	1283	Verified	other
YDL020C	RPN4	531	Verified	HSF1
YDL021W	GPM2	311	Verified	other
YDL022C-A	YDL022C-A	82	Uncharacterized	other
YDL022W	GPD1	391	Verified	other
YDL023C	YDL023C	106	Dubious	other
YDL024C	DIA3	468	Verified	MSN2/4
YDL025C	RTK1	620	Verified	other
YDL025W-A	YDL025W-A	34	Dubious	other
YDL026W	YDL026W	103	Dubious	other
YDL027C	MRX9	420	Uncharacterized	other
YDL028C	MPS1	764	Verified	other
YDL029W	ARP2	391	Verified	other
YDL030W	PRP9	530	Verified	other
YDL031W	DBP10	995	Verified	translation
YDL032W	YDL032W	103	Dubious	other
YDL033C	SLM3	417	Verified	other
YDL034W	YDL034W	114	Dubious	other
YDL035C	GPR1	961	Verified	other
YDL036C	PUS9	462	Verified	other
YDL037C	BSC1	328	Verified	other
YDL039C	PRM7	698	Verified	other
YDL040C	NAT1	854	Verified	other
YDL041W	YDL041W	117	Dubious	other
YDL042C	SIR2	562	Verified	other
YDL043C	PRP11	266	Verified	other
YDL044C	MTF2	440	Verified	other
YDL045C	FAD1	306	Verified	other
YDL045W-A	MRP10	95	Verified	other
YDL046W	NPC2	173	Verified	other
YDL047W	SIT4	311	Verified	other
YDL048C	STP4	490	Verified	other
YDL049C	KNH1	268	Verified	other
YDL050C	YDL050C	123	Dubious	other
YDL051W	LHP1	275	Verified	other
YDL052C	SLC1	303	Verified	other
YDL053C	PBP4	185	Verified	other
YDL054C	MCH1	486	Verified	other
YDL055C	PSA1	361	Verified	other
YDL056W	MBP1	833	Verified	other
YDL057W	YDL057W	328	Uncharacterized	other
YDL058W	USO1	1790	Verified	other
YDL059C	RAD59	238	Verified	other
YDL060W	TSR1	788	Verified	translation
YDL061C	RPS29B	56	Verified	translation
YDL062W	YDL062W	141	Dubious	other
YDL063C	SYO1	620	Verified	translation
YDL064W	UBC9	157	Verified	other
YDL065C	PEX19	342	Verified	other
YDL066W	IDP1	428	Verified	other
YDL067C	COX9	59	Verified	other
YDL068W	YDL068W	109	Dubious	other
YDL069C	CBS1	229	Verified	other
YDL070W	BDF2	638	Verified	other
YDL071C	YDL071C	124	Dubious	other
YDL072C	YET3	203	Verified	other
YDL073W	AHK1	984	Verified	other
YDL074C	BRE1	700	Verified	other
YDL075W	RPL31A	113	Verified	translation
YDL076C	RXT3	294	Verified	other
YDL077C	VAM6	1049	Verified	other
YDL078C	MDH3	343	Verified	other
YDL079C	MRK1	501	Verified	other
YDL080C	THI3	609	Verified	other
YDL081C	RPP1A	106	Verified	translation
YDL082W	RPL13A	199	Verified	translation
YDL083C	RPS16B	143	Verified	translation
YDL084W	SUB2	446	Verified	other
YDL085C-A	YDL085C-A	68	Uncharacterized	other
YDL085W	NDE2	545	Verified	MSN2/4
YDL086C-A	YDL086C-A	144	Dubious	other
YDL086W	YDL086W	273	Uncharacterized	other
YDL087C	LUC7	261	Verified	other
YDL088C	ASM4	528	Verified	other
YDL089W	NUR1	484	Verified	other
YDL090C	RAM1	431	Verified	other
YDL091C	UBX3	455	Verified	other
YDL092W	SRP14	146	Verified	other
YDL093W	PMT5	743	Verified	other
YDL094C	YDL094C	169	Dubious	other
YDL095W	PMT1	817	Verified	other
YDL096C	OPI6	108	Dubious	other
YDL097C	RPN6	434	Verified	other
YDL098C	SNU23	194	Verified	other
YDL099W	BUG1	341	Verified	other
YDL100C	GET3	354	Verified	other
YDL101C	DUN1	513	Verified	other
YDL102W	POL3	1097	Verified	other
YDL103C	QRI1	477	Verified	other
YDL104C	QRI7	407	Verified	other
YDL105W	NSE4	402	Verified	other
YDL106C	PHO2	559	Verified	other
YDL107W	MSS2	351	Verified	other
YDL108W	KIN28	306	Verified	other
YDL109C	YDL109C	647	Uncharacterized	other
YDL110C	TMA17	150	Verified	MSN2/4
YDL111C	RRP42	265	Verified	other
YDL112W	TRM3	1436	Verified	other
YDL113C	ATG20	640	Verified	other
YDL114W	YDL114W	308	Uncharacterized	other
YDL114W-A	YDL114W-A	37	Dubious	other
YDL115C	IWR1	353	Verified	other
YDL116W	NUP84	726	Verified	other
YDL117W	CYK3	885	Verified	other
YDL118W	YDL118W	126	Dubious	other
YDL119C	HEM25	307	Verified	other
YDL120W	YFH1	174	Verified	other
YDL121C	YDL121C	149	Uncharacterized	other
YDL122W	UBP1	809	Verified	other
YDL123W	SNA4	140	Verified	other
YDL124W	YDL124W	312	Verified	other
YDL125C	HNT1	158	Verified	other
YDL126C	CDC48	835	Verified	other
YDL127W	PCL2	308	Verified	other
YDL128W	VCX1	411	Verified	other
YDL129W	YDL129W	291	Verified	other
YDL130W	RPP1B	106	Verified	translation
YDL130W-A	STF1	86	Verified	other
YDL131W	LYS21	440	Verified	other
YDL132W	CDC53	815	Verified	other
YDL133C-A	RPL41B	25	Verified	translation
YDL133W	SRF1	437	Verified	other
YDL134C	PPH21	369	Verified	other
YDL135C	RDI1	202	Verified	other
YDL136W	RPL35B	120	Verified	translation
YDL137W	ARF2	181	Verified	other
YDL138W	RGT2	763	Verified	other
YDL139C	SCM3	223	Verified	other
YDL140C	RPO21	1733	Verified	other
YDL141W	BPL1	690	Verified	other
YDL142C	CRD1	283	Verified	other
YDL143W	CCT4	528	Verified	other
YDL144C	YDL144C	356	Verified	other
YDL145C	COP1	1201	Verified	other
YDL146W	LDB17	491	Verified	other
YDL147W	RPN5	445	Verified	other
YDL148C	NOP14	810	Verified	translation
YDL149W	ATG9	997	Verified	MSN2/4
YDL150W	RPC53	422	Verified	other
YDL151C	BUD30	193	Dubious	other
YDL152W	YDL152W	121	Dubious	other
YDL153C	SAS10	610	Verified	translation
YDL154W	MSH5	901	Verified	other
YDL155W	CLB3	427	Verified	other
YDL156W	CMR1	522	Verified	other
YDL157C	YDL157C	118	Uncharacterized	other
YDL158C	YDL158C	102	Dubious	other
YDL159C-B	YDL159C-B	58	Dubious	other
YDL159W	STE7	515	Verified	other
YDL159W-A	YDL159W-A	43	Uncharacterized	other
YDL160C	DHH1	506	Verified	other
YDL160C-A	MHF2	80	Verified	other
YDL161W	ENT1	454	Verified	other
YDL162C	YDL162C	118	Dubious	other
YDL163W	YDL163W	100	Dubious	other
YDL164C	CDC9	755	Verified	other
YDL165W	CDC36	191	Verified	other
YDL166C	FAP7	197	Verified	translation
YDL167C	NRP1	719	Verified	other
YDL168W	SFA1	386	Verified	other
YDL169C	UGX2	223	Verified	other
YDL170W	UGA3	528	Verified	other
YDL171C	GLT1	2145	Verified	other
YDL172C	YDL172C	159	Dubious	other
YDL173W	PAR32	295	Verified	other
YDL174C	DLD1	587	Verified	other
YDL175C	AIR2	344	Verified	other
YDL176W	YDL176W	708	Verified	other
YDL177C	YDL177C	170	Uncharacterized	other
YDL178W	DLD2	530	Verified	other
YDL179W	PCL9	304	Verified	other
YDL180W	YDL180W	547	Uncharacterized	other
YDL181W	INH1	85	Verified	other
YDL182W	LYS20	428	Verified	other
YDL183C	YDL183C	320	Verified	other
YDL184C	RPL41A	25	Verified	translation
YDL185C-A	YDL185C-A	75	Dubious	other
YDL185W	VMA1	1071	Verified	other
YDL186W	YDL186W	277	Uncharacterized	other
YDL187C	YDL187C	109	Dubious	other
YDL188C	PPH22	377	Verified	other
YDL189W	RBS1	457	Verified	other
YDL190C	UFD2	961	Verified	other
YDL191W	RPL35A	120	Verified	translation
YDL192W	ARF1	181	Verified	other
YDL193W	NUS1	375	Verified	other
YDL194W	SNF3	884	Verified	other
YDL195W	SEC31	1273	Verified	other
YDL196W	YDL196W	109	Dubious	other
YDL197C	ASF2	525	Verified	other
YDL198C	GGC1	300	Verified	other
YDL199C	YDL199C	687	Uncharacterized	other
YDL200C	MGT1	188	Verified	other
YDL201W	TRM8	286	Verified	other
YDL202W	MRPL11	249	Verified	translation
YDL203C	ACK1	623	Verified	other
YDL204W	RTN2	393	Verified	MSN2/4
YDL205C	HEM3	327	Verified	other
YDL206W	YDL206W	762	Uncharacterized	other
YDL207W	GLE1	538	Verified	other
YDL208W	NHP2	156	Verified	translation
YDL209C	CWC2	339	Verified	other
YDL210W	UGA4	571	Verified	other
YDL211C	YDL211C	372	Uncharacterized	other
YDL212W	SHR3	210	Verified	other
YDL213C	NOP6	225	Verified	translation
YDL214C	PRR2	699	Verified	other
YDL215C	GDH2	1092	Verified	other
YDL216C	RRI1	440	Verified	other
YDL217C	TIM22	207	Verified	other
YDL218W	YDL218W	317	Uncharacterized	other
YDL219W	DTD1	150	Verified	other
YDL220C	CDC13	924	Verified	other
YDL221W	YDL221W	183	Dubious	other
YDL222C	FMP45	309	Verified	MSN2/4
YDL223C	HBT1	1046	Verified	MSN2/4
YDL224C	WHI4	649	Verified	other
YDL225W	SHS1	551	Verified	other
YDL226C	GCS1	352	Verified	other
YDL227C	HO	586	Verified	other
YDL228C	YDL228C	213	Dubious	other
YDL229W	SSB1	613	Verified	translation
YDL230W	PTP1	335	Verified	other
YDL231C	BRE4	1125	Verified	other
YDL232W	OST4	36	Verified	other
YDL233W	MFG1	458	Uncharacterized	other
YDL234C	GYP7	746	Verified	other
YDL235C	YPD1	167	Verified	other
YDL236W	PHO13	312	Verified	other
YDL237W	AIM6	390	Verified	other
YDL238C	GUD1	489	Verified	other
YDL239C	ADY3	790	Verified	other
YDL240C-A	YDL240C-A	45	Dubious	other
YDL240W	LRG1	1017	Verified	other
YDL241W	YDL241W	123	Uncharacterized	other
YDL242W	YDL242W	117	Uncharacterized	other
YDL243C	AAD4	329	Verified	other
YDL244W	THI13	340	Verified	other
YDL245C	HXT15	567	Verified	other
YDL246C	SOR2	357	Verified	other
YDL247W	MPH2	609	Verified	other
YDL247W-A	YDL247W-A	24	Dubious	other
YDL248W	COS7	383	Verified	other
YDR001C	NTH1	751	Verified	MSN2/4
YDR002W	YRB1	201	Verified	other
YDR003W	RCR2	210	Verified	other
YDR003W-A	YDR003W-A	40	Uncharacterized	other
YDR004W	RAD57	460	Verified	other
YDR005C	MAF1	395	Verified	other
YDR006C	SOK1	901	Verified	other
YDR007W	TRP1	224	Verified	other
YDR008C	YDR008C	116	Dubious	other
YDR009W	GAL3	520	Verified	other
YDR010C	YDR010C	110	Uncharacterized	other
YDR011W	SNQ2	1501	Verified	HSF1
YDR012W	RPL4B	362	Verified	translation
YDR013W	PSF1	208	Verified	other
YDR014W	RAD61	647	Verified	other
YDR014W-A	HED1	162	Verified	other
YDR015C	YDR015C	79	Dubious	other
YDR016C	DAD1	94	Verified	other
YDR017C	KCS1	1050	Verified	other
YDR018C	YDR018C	396	Uncharacterized	other
YDR019C	GCV1	400	Verified	other
YDR020C	DAS2	232	Uncharacterized	other
YDR021W	FAL1	399	Verified	translation
YDR022C	ATG31	196	Verified	other
YDR023W	SES1	462	Verified	other
YDR024W	FYV1	161	Dubious	other
YDR025W	RPS11A	156	Verified	translation
YDR026C	NSI1	570	Verified	other
YDR027C	VPS54	889	Verified	other
YDR028C	REG1	1014	Verified	other
YDR029W	YDR029W	104	Uncharacterized	other
YDR030C	RAD28	506	Verified	other
YDR031W	MIX14	121	Verified	other
YDR032C	PST2	198	Verified	MSN2/4
YDR033W	MRH1	320	Verified	other
YDR034C	LYS14	790	Verified	other
YDR034C-A	YDR034C-A	58	Uncharacterized	other
YDR034W-B	YDR034W-B	51	Uncharacterized	other
YDR035W	ARO3	370	Verified	other
YDR036C	EHD3	500	Verified	other
YDR037W	KRS1	591	Verified	other
YDR038C	ENA5	1091	Verified	other
YDR039C	ENA2	1091	Verified	other
YDR040C	ENA1	1091	Verified	other
YDR041W	RSM10	203	Verified	other
YDR042C	YDR042C	200	Uncharacterized	other
YDR043C	NRG1	231	Verified	other
YDR044W	HEM13	328	Verified	other
YDR045C	RPC11	110	Verified	other
YDR046C	BAP3	604	Verified	other
YDR047W	HEM12	362	Verified	other
YDR048C	YDR048C	104	Dubious	other
YDR049W	VMS1	632	Verified	other
YDR050C	TPI1	248	Verified	glycolysis
YDR051C	DET1	334	Verified	other
YDR052C	DBF4	704	Verified	other
YDR053W	YDR053W	131	Dubious	other
YDR054C	CDC34	295	Verified	other
YDR055W	PST1	444	Verified	other
YDR056C	EMC10	205	Uncharacterized	other
YDR057W	YOS9	542	Verified	other
YDR058C	TGL2	326	Verified	other
YDR059C	UBC5	148	Verified	other
YDR060W	MAK21	1025	Verified	translation
YDR061W	YDR061W	539	Uncharacterized	other
YDR062W	LCB2	561	Verified	other
YDR063W	AIM7	149	Verified	other
YDR064W	RPS13	151	Verified	translation
YDR065W	RRG1	365	Verified	other
YDR066C	RTR2	196	Verified	other
YDR067C	OCA6	224	Uncharacterized	other
YDR068W	DOS2	310	Verified	other
YDR069C	DOA4	926	Verified	other
YDR070C	FMP16	93	Verified	other
YDR071C	PAA1	191	Verified	other
YDR072C	IPT1	527	Verified	other
YDR073W	SNF11	169	Verified	other
YDR074W	TPS2	896	Verified	MSN2/4
YDR075W	PPH3	308	Verified	other
YDR076W	RAD55	406	Verified	MSN2/4
YDR077W	SED1	338	Verified	other
YDR078C	SHU2	223	Verified	other
YDR079C-A	TFB5	72	Verified	other
YDR079W	PET100	111	Verified	other
YDR080W	VPS41	992	Verified	other
YDR081C	PDC2	925	Verified	other
YDR082W	STN1	494	Verified	other
YDR083W	RRP8	392	Verified	other
YDR084C	TVP23	199	Verified	other
YDR085C	AFR1	620	Verified	MSN2/4
YDR086C	SSS1	80	Verified	other
YDR087C	RRP1	278	Verified	other
YDR088C	SLU7	382	Verified	other
YDR089W	VTC5	869	Verified	other
YDR090C	YDR090C	310	Uncharacterized	other
YDR091C	RLI1	608	Verified	translation
YDR092W	UBC13	153	Verified	other
YDR093W	DNF2	1612	Verified	other
YDR094W	YDR094W	111	Dubious	other
YDR095C	YDR095C	136	Dubious	other
YDR096W	GIS1	894	Verified	MSN2/4
YDR097C	MSH6	1242	Verified	other
YDR098C	GRX3	250	Verified	other
YDR099W	BMH2	273	Verified	other
YDR100W	TVP15	143	Verified	MSN2/4
YDR101C	ARX1	593	Verified	translation
YDR102C	YDR102C	110	Uncharacterized	other
YDR103W	STE5	917	Verified	other
YDR104C	SPO71	1245	Verified	other
YDR105C	TMS1	473	Verified	other
YDR106W	ARP10	284	Verified	other
YDR107C	TMN2	672	Verified	other
YDR108W	TRS85	698	Verified	other
YDR109C	YDR109C	715	Uncharacterized	other
YDR110W	FOB1	566	Verified	other
YDR111C	ALT2	507	Uncharacterized	other
YDR112W	IRC2	102	Dubious	other
YDR113C	PDS1	373	Verified	other
YDR114C	YDR114C	100	Uncharacterized	other
YDR115W	MRX14	105	Verified	other
YDR116C	MRPL1	285	Verified	other
YDR117C	TMA64	565	Verified	translation
YDR118W	APC4	652	Verified	other
YDR118W-A	YDR118W-A	38	Dubious	other
YDR119W	VBA4	768	Uncharacterized	other
YDR119W-A	COX26	66	Verified	other
YDR120C	TRM1	570	Verified	other
YDR121W	DPB4	196	Verified	other
YDR122W	KIN1	1064	Verified	other
YDR123C	INO2	304	Verified	other
YDR124W	YDR124W	324	Uncharacterized	other
YDR125C	ECM18	453	Verified	other
YDR126W	SWF1	336	Verified	other
YDR127W	ARO1	1588	Verified	other
YDR128W	MTC5	1148	Verified	other
YDR129C	SAC6	642	Verified	other
YDR130C	FIN1	291	Verified	other
YDR131C	YDR131C	556	Verified	other
YDR132C	YDR132C	495	Verified	other
YDR133C	YDR133C	111	Dubious	other
YDR135C	YCF1	1515	Verified	other
YDR136C	VPS61	190	Dubious	other
YDR137W	RGP1	663	Verified	other
YDR138W	HPR1	752	Verified	other
YDR139C	RUB1	77	Verified	other
YDR140W	MTQ2	221	Verified	translation
YDR141C	DOP1	1698	Verified	other
YDR142C	PEX7	375	Verified	other
YDR143C	SAN1	610	Verified	other
YDR144C	MKC7	596	Verified	other
YDR145W	TAF12	539	Verified	other
YDR146C	SWI5	709	Verified	other
YDR147W	EKI1	534	Verified	other
YDR148C	KGD2	463	Verified	MSN2/4
YDR149C	YDR149C	235	Dubious	other
YDR150W	NUM1	2748	Verified	other
YDR151C	CTH1	325	Verified	HSF1
YDR152W	GIR2	265	Verified	other
YDR153C	ENT5	411	Verified	other
YDR154C	YDR154C	116	Dubious	other
YDR155C	CPR1	162	Verified	other
YDR156W	RPA14	137	Verified	translation
YDR157W	YDR157W	133	Uncharacterized	other
YDR158W	HOM2	365	Verified	other
YDR159W	SAC3	1301	Verified	other
YDR160W	SSY1	852	Verified	other
YDR161W	ACL4	387	Verified	translation
YDR162C	NBP2	236	Verified	other
YDR163W	CWC15	175	Verified	other
YDR164C	SEC1	724	Verified	other
YDR165W	TRM82	444	Verified	other
YDR166C	SEC5	971	Verified	other
YDR167W	TAF10	206	Verified	other
YDR168W	CDC37	506	Verified	other
YDR169C	STB3	513	Verified	other
YDR169C-A	YDR169C-A	49	Uncharacterized	other
YDR170C	SEC7	2009	Verified	other
YDR171W	HSP42	375	Verified	HSF1
YDR172W	SUP35	685	Verified	translation
YDR173C	ARG82	355	Verified	other
YDR174W	HMO1	246	Verified	other
YDR175C	RSM24	319	Verified	other
YDR176W	NGG1	702	Verified	other
YDR177W	UBC1	215	Verified	other
YDR178W	SDH4	181	Verified	MSN2/4
YDR179C	CSN9	162	Verified	other
YDR179W-A	NVJ3	463	Verified	other
YDR180W	SCC2	1493	Verified	other
YDR181C	SAS4	481	Verified	other
YDR182W	CDC1	491	Verified	other
YDR182W-A	YDR182W-A	67	Uncharacterized	other
YDR183C-A	YDR183C-A	85	Dubious	other
YDR183W	PLP1	230	Verified	other
YDR184C	ATC1	294	Verified	other
YDR185C	UPS3	179	Verified	other
YDR186C	SND1	877	Verified	other
YDR187C	YDR187C	172	Dubious	other
YDR188W	CCT6	546	Verified	other
YDR189W	SLY1	666	Verified	other
YDR190C	RVB1	463	Verified	other
YDR191W	HST4	370	Verified	other
YDR192C	NUP42	430	Verified	other
YDR193W	YDR193W	132	Dubious	other
YDR194C	MSS116	664	Verified	other
YDR194W-A	YDR194W-A	50	Uncharacterized	other
YDR195W	REF2	533	Verified	other
YDR196C	CAB5	241	Verified	other
YDR197W	CBS2	389	Verified	other
YDR198C	RKM2	479	Verified	translation
YDR199W	YDR199W	121	Dubious	other
YDR200C	VPS64	604	Verified	other
YDR201W	SPC19	165	Verified	other
YDR202C	RAV2	351	Verified	MSN2/4
YDR203W	YDR203W	105	Dubious	other
YDR204W	COQ4	335	Verified	MSN2/4
YDR205W	MSC2	724	Verified	other
YDR206W	EBS1	884	Verified	other
YDR207C	UME6	836	Verified	other
YDR208W	MSS4	779	Verified	other
YDR209C	YDR209C	137	Uncharacterized	other
YDR210W	YDR210W	75	Uncharacterized	other
YDR211W	GCD6	712	Verified	translation
YDR212W	TCP1	559	Verified	other
YDR213W	UPC2	913	Verified	other
YDR214W	AHA1	350	Verified	HSF1
YDR215C	YDR215C	137	Uncharacterized	other
YDR216W	ADR1	1323	Verified	other
YDR217C	RAD9	1309	Verified	other
YDR218C	SPR28	423	Verified	other
YDR219C	MFB1	465	Verified	other
YDR220C	YDR220C	97	Dubious	other
YDR221W	GTB1	702	Verified	other
YDR222W	YDR222W	415	Uncharacterized	other
YDR223W	CRF1	467	Verified	other
YDR224C	HTB1	131	Verified	other
YDR225W	HTA1	132	Verified	other
YDR226W	ADK1	222	Verified	other
YDR227W	SIR4	1358	Verified	other
YDR228C	PCF11	626	Verified	other
YDR229W	IVY1	453	Verified	other
YDR230W	YDR230W	115	Dubious	other
YDR231C	COX20	205	Verified	other
YDR232W	HEM1	548	Verified	other
YDR233C	RTN1	295	Verified	other
YDR234W	LYS4	693	Verified	other
YDR235W	PRP42	544	Verified	other
YDR236C	FMN1	218	Verified	other
YDR237W	MRPL7	292	Verified	other
YDR238C	SEC26	973	Verified	other
YDR239C	YDR239C	787	Verified	other
YDR240C	SNU56	492	Verified	other
YDR241W	BUD26	95	Dubious	other
YDR242W	AMD2	549	Verified	other
YDR243C	PRP28	588	Verified	other
YDR244W	PEX5	612	Verified	other
YDR245W	MNN10	393	Verified	other
YDR246W	TRS23	219	Verified	other
YDR246W-A	YDR246W-A	66	Uncharacterized	other
YDR247W	VHS1	461	Verified	MSN2/4
YDR248C	YDR248C	193	Uncharacterized	other
YDR249C	YDR249C	373	Uncharacterized	other
YDR250C	YDR250C	91	Dubious	other
YDR251W	PAM1	830	Verified	other
YDR252W	BTT1	149	Verified	other
YDR253C	MET32	191	Verified	other
YDR254W	CHL4	458	Verified	other
YDR255C	RMD5	421	Verified	other
YDR256C	CTA1	515	Verified	other
