skORF	gene	ORF	kmORF
SKDZ_03G0410	RNQ1	YCL028W	NA
SKDZ_03G0430	FUS1	YCL027W	KLMA_10068
SKDZ_03G0440	HBN1	YCL026C-B	KLMA_10070
SKDZ_03G0440	HBN1	YCL026C-B	KLMA_10069
SKDZ_03G0450	AGP1	YCL025C	NA
SKDZ_03G0460	KCC4	YCL024W	NA
SKDZ_03G0480	LEU2	YCL018W	KLMA_20483
SKDZ_03G0490	NFS1	YCL017C	KLMA_20484
SKDZ_03G0500	DCC1	YCL016C	KLMA_20486
SKDZ_03G0510	BUD3	YCL014W	KLMA_20487
SKDZ_03G0520	YCL012C	YCL012C	NA
SKDZ_03G0530	GBP2	YCL011C	KLMA_20488
SKDZ_03G0540	SGF29	YCL010C	KLMA_30146
SKDZ_03G0550	ILV6	YCL009C	KLMA_30148
SKDZ_03G0560	STP22	YCL008C	KLMA_20476
SKDZ_03G0570	VMA9	YCL005W-A	NA
SKDZ_03G0590	LDB16	YCL005W	NA
SKDZ_03G0600	PGS1	YCL004W	KLMA_10439
SKDZ_03G0610	YCL002C	YCL002C	KLMA_10440
SKDZ_03G0620	RER1	YCL001W	KLMA_10441
SKDZ_03G0630	YCL001W-B	YCL001W-B	NA
SKDZ_03G0650	CDC10	YCR002C	KLMA_20109
SKDZ_03G0660	MRPL32	YCR003W	KLMA_20108
SKDZ_03G0670	YCP4	YCR004C	KLMA_20106
SKDZ_03G0680	CIT2	YCR005C	NA
SKDZ_03G0700	SAT4	YCR008W	KLMA_20102
SKDZ_03G0710	RVS161	YCR009C	KLMA_20100
SKDZ_03G0720	ADY2	YCR010C	NA
SKDZ_03G0730	ADP1	YCR011C	KLMA_20471
SKDZ_03G0740	PGK1	YCR012W	KLMA_10540
SKDZ_03G0760	POL4	YCR014C	KLMA_10541
SKDZ_03G0770	YCR015C	YCR015C	KLMA_10542
SKDZ_03G0780	YCR016W	YCR016W	KLMA_10543
SKDZ_03G0790	CWH43	YCR017C	KLMA_10548
SKDZ_03G0800	SRD1	YCR018C	NA
SKDZ_03G0820	MAK32	YCR019W	KLMA_10552
SKDZ_03G0830	PET18	YCR020C	KLMA_10223
SKDZ_03G0840	MAK31	YCR020C-A	KLMA_10551
SKDZ_03G0850	HTL1	YCR020W-B	NA
SKDZ_03G0860	HSP30	YCR021C	NA
SKDZ_03G0870	YCR023C	YCR023C	NA
SKDZ_03G0880	SLM5	YCR024C	KLMA_10564
SKDZ_03G0890	PMP1	YCR024C-A	NA
SKDZ_03G0900	NPP1	YCR026C	NA
SKDZ_03G0910	RHB1	YCR027C	KLMA_10557
SKDZ_03G0930	FEN2	YCR028C	KLMA_10370
SKDZ_03G0940	RIM1	YCR028C-A	KLMA_10368
SKDZ_03G0950	SYP1	YCR030C	NA
SKDZ_03G0960	RPS14A	YCR031C	KLMA_50264
SKDZ_03G0970	BPH1	YCR032W	KLMA_50266
SKDZ_03G0980	SNT1	YCR033W	KLMA_10160
SKDZ_03G1000	RRP43	YCR035C	KLMA_10158
SKDZ_03G1010	RBK1	YCR036W	KLMA_10157
SKDZ_03G1020	PHO87	YCR037C	KLMA_10155
SKDZ_03G1040	BUD5	YCR038C	KLMA_10152
SKDZ_03G1050	MATALPHA2	YCR039C	KLMA_10015
SKDZ_03G1070	TAF2	YCR042C	KLMA_10098
SKDZ_03G1080	YCR043C	YCR043C	KLMA_10096
SKDZ_03G1090	PER1	YCR044C	KLMA_10094
SKDZ_03G1100	RRT12	YCR045C	KLMA_60471
SKDZ_03G1120	IMG1	YCR046C	KLMA_60473
SKDZ_03G1130	BUD23	YCR047C	KLMA_60474
SKDZ_03G1150	ARE1	YCR048W	NA
SKDZ_03G1170	YCR051W	YCR051W	KLMA_30487
SKDZ_03G1180	RSC6	YCR052W	NA
SKDZ_03G1190	THR4	YCR053W	KLMA_30491
SKDZ_03G1200	CTR86	YCR054C	KLMA_30492
SKDZ_03G1210	PWP2	YCR057C	KLMA_30493
SKDZ_03G1220	YIH1	YCR059C	KLMA_30495
SKDZ_03G1230	TAH1	YCR060W	KLMA_30496
SKDZ_03G1240	YCR061W	YCR061W	KLMA_30498
SKDZ_03G1250	BUD31	YCR063W	KLMA_30499
SKDZ_03G1260	HCM1	YCR065W	KLMA_30500
SKDZ_03G1270	RAD18	YCR066W	KLMA_30501
SKDZ_03G1280	SED4	YCR067C	NA
SKDZ_03G1290	ATG15	YCR068W	KLMA_30505
SKDZ_03G1300	CPR4	YCR069W	KLMA_70201
SKDZ_03G1310	IMG2	YCR071C	KLMA_70198
SKDZ_03G1320	RSA4	YCR072C	KLMA_70197
SKDZ_03G1330	SSK22	YCR073C	NA
SKDZ_03G1340	SOL2	YCR073W-A	KLMA_70192
SKDZ_03G1350	ERS1	YCR075C	KLMA_40336
SKDZ_03G1370	FUB1	YCR076C	NA
SKDZ_03G1380	PAT1	YCR077C	KLMA_40332
SKDZ_03G1390	PTC6	YCR079W	KLMA_20396
SKDZ_03G1400	SRB8	YCR081W	KLMA_20399
SKDZ_03G1410	AHC2	YCR082W	KLMA_20401
SKDZ_03G1420	TRX3	YCR083W	KLMA_20243
SKDZ_03G1430	TUP1	YCR084C	KLMA_20247
SKDZ_03G1440	CSM1	YCR086W	KLMA_20248
SKDZ_03G1450	YCR087C-A	YCR087C-A	KLMA_20249
SKDZ_03G1460	ABP1	YCR088W	KLMA_20250
SKDZ_03G1470	FIG2	YCR089W	NA
SKDZ_03G1480	YCR090C	YCR090C	KLMA_20251
SKDZ_03G1490	KIN82	YCR091W	NA
SKDZ_03G1500	MSH3	YCR092C	KLMA_40023
SKDZ_03G1510	CDC39	YCR093W	KLMA_40022
SKDZ_03G1520	CDC50	YCR094W	KLMA_40021
SKDZ_03G1530	OCA4	YCR095C	KLMA_40015
SKDZ_03G1570	DLD3	YEL071W	NA
SKDZ_04G0020	MPH2	YDL247W	NA
SKDZ_04G0030	SOR2	YDL246C	KLMA_70044
SKDZ_04G0040	HXT15	YDL245C	NA
SKDZ_04G0060	LRG1	YDL240W	KLMA_50632
SKDZ_04G0070	ADY3	YDL239C	NA
SKDZ_04G0080	GUD1	YDL238C	KLMA_50613
SKDZ_04G0090	AIM6	YDL237W	KLMA_50612
SKDZ_04G0100	PHO13	YDL236W	KLMA_50608
SKDZ_04G0110	YPD1	YDL235C	KLMA_50606
SKDZ_04G0120	GYP7	YDL234C	KLMA_50603
SKDZ_04G0140	OST4	YDL232W	NA
SKDZ_04G0150	BRE4	YDL231C	KLMA_50596
SKDZ_04G0160	PTP1	YDL230W	KLMA_50595
SKDZ_04G0170	SSB1	YDL229W	KLMA_50592
SKDZ_04G0180	HO	YDL227C	NA
SKDZ_04G0190	GCS1	YDL226C	KLMA_50588
SKDZ_04G0200	SHS1	YDL225W	KLMA_40210
SKDZ_04G0210	WHI4	YDL224C	NA
SKDZ_04G0220	HBT1	YDL223C	NA
SKDZ_04G0230	FMP45	YDL222C	NA
SKDZ_04G0240	CDC13	YDL220C	KLMA_40215
SKDZ_04G0250	DTD1	YDL219W	KLMA_20726
SKDZ_04G0260	YDL218W	YDL218W	NA
SKDZ_04G0270	TIM22	YDL217C	KLMA_20731
SKDZ_04G0280	RRI1	YDL216C	KLMA_20733
SKDZ_04G0290	GDH2	YDL215C	KLMA_20734
SKDZ_04G0300	PRR2	YDL214C	NA
SKDZ_04G0310	NOP6	YDL213C	KLMA_20738
SKDZ_04G0320	SHR3	YDL212W	KLMA_20744
SKDZ_04G0330	YDL211C	YDL211C	NA
SKDZ_04G0340	UGA4	YDL210W	KLMA_80006
SKDZ_04G0340	UGA4	YDL210W	KLMA_80007
SKDZ_04G0350	CWC2	YDL209C	KLMA_30515
SKDZ_04G0360	NHP2	YDL208W	KLMA_30516
SKDZ_04G0370	GLE1	YDL207W	KLMA_30521
SKDZ_04G0380	YDL206W	YDL206W	KLMA_30524
SKDZ_04G0390	HEM3	YDL205C	KLMA_30526
SKDZ_04G0400	RTN2	YDL204W	NA
SKDZ_04G0410	ACK1	YDL203C	KLMA_30531
SKDZ_04G0420	MRPL11	YDL202W	KLMA_30605
SKDZ_04G0430	TRM8	YDL201W	KLMA_30606
SKDZ_04G0440	MGT1	YDL200C	KLMA_20639
SKDZ_04G0450	YDL199C	YDL199C	NA
SKDZ_04G0460	GGC1	YDL198C	KLMA_20161
SKDZ_04G0470	ASF2	YDL197C	NA
SKDZ_04G0480	SEC31	YDL195W	KLMA_60508
SKDZ_04G0490	SNF3	YDL194W	KLMA_60507
SKDZ_04G0500	NUS1	YDL193W	NA
SKDZ_04G0510	ARF1	YDL192W	NA
SKDZ_04G0520	RPL35A	YDL191W	KLMA_60504
SKDZ_04G0530	UFD2	YDL190C	KLMA_60503
SKDZ_04G0540	RBS1	YDL189W	KLMA_60502
SKDZ_04G0550	PPH22	YDL188C	KLMA_60499
SKDZ_04G0570	YDL186W	YDL186W	NA
SKDZ_04G0590	VMA1	YDL185W	KLMA_60497
SKDZ_04G0600	RPL41A	YDL184C	NA
SKDZ_04G0610	YDL183C	YDL183C	KLMA_60496
SKDZ_04G0620	LYS20	YDL182W	KLMA_60493
SKDZ_04G0630	INH1	YDL181W	NA
SKDZ_04G0640	YDL180W	YDL180W	KLMA_60489
SKDZ_04G0650	PCL9	YDL179W	NA
SKDZ_04G0660	DLD2	YDL178W	KLMA_60482
SKDZ_04G0670	YDL177C	YDL177C	KLMA_60480
SKDZ_04G0680	YDL176W	YDL176W	KLMA_60479
SKDZ_04G0690	AIR2	YDL175C	KLMA_60477
SKDZ_04G0700	DLD1	YDL174C	KLMA_50301
SKDZ_04G0710	PAR32	YDL173W	KLMA_50303
SKDZ_04G0730	GLT1	YDL171C	KLMA_50304
SKDZ_04G0740	UGA3	YDL170W	KLMA_50305
SKDZ_04G0750	UGX2	YDL169C	KLMA_50310
SKDZ_04G0760	SFA1	YDL168W	KLMA_50315
SKDZ_04G0770	NRP1	YDL167C	KLMA_50316
SKDZ_04G0780	FAP7	YDL166C	KLMA_50317
SKDZ_04G0790	CDC36	YDL165W	KLMA_50318
SKDZ_04G0800	CDC9	YDL164C	KLMA_50322
SKDZ_04G0810	ENT1	YDL161W	NA
SKDZ_04G0820	DHH1	YDL160C	KLMA_70248
SKDZ_04G0840	STE7	YDL159W	KLMA_70246
SKDZ_04G0850	YDL157C	YDL157C	KLMA_70245
SKDZ_04G0860	CMR1	YDL156W	KLMA_70244
SKDZ_04G0870	CLB3	YDL155W	KLMA_70240
SKDZ_04G0880	MSH5	YDL154W	KLMA_70239
SKDZ_04G0890	SAS10	YDL153C	KLMA_70238
SKDZ_04G0910	RPC53	YDL150W	KLMA_70237
SKDZ_04G0920	ATG9	YDL149W	KLMA_70236
SKDZ_04G0930	NOP14	YDL148C	KLMA_70235
SKDZ_04G0940	RPN5	YDL147W	KLMA_70234
SKDZ_04G0950	LDB17	YDL146W	KLMA_70232
SKDZ_04G0960	COP1	YDL145C	KLMA_60523
SKDZ_04G0970	YDL144C	YDL144C	KLMA_60521
SKDZ_04G0980	CCT4	YDL143W	KLMA_60516
SKDZ_04G0990	CRD1	YDL142C	KLMA_60515
SKDZ_04G1000	BPL1	YDL141W	KLMA_60514
SKDZ_04G1010	RPO21	YDL140C	KLMA_60512
SKDZ_04G1020	SCM3	YDL139C	KLMA_60510
SKDZ_04G1030	RGT2	YDL138W	NA
SKDZ_04G1040	ARF2	YDL137W	KLMA_60505
SKDZ_04G1050	RPL35B	YDL136W	KLMA_60504
SKDZ_04G1060	RDI1	YDL135C	KLMA_60501
SKDZ_04G1070	PPH21	YDL134C	KLMA_60499
SKDZ_04G1080	RPL41B	YDL133C-A	NA
SKDZ_04G1090	SRF1	YDL133W	KLMA_60495
SKDZ_04G1100	CDC53	YDL132W	KLMA_60494
SKDZ_04G1110	LYS21	YDL131W	KLMA_60493
SKDZ_04G1120	STF1	YDL130W-A	NA
SKDZ_04G1130	RPP1B	YDL130W	KLMA_60491
SKDZ_04G1140	YDL129W	YDL129W	KLMA_60490
SKDZ_04G1150	VCX1	YDL128W	KLMA_60487
SKDZ_04G1160	PCL2	YDL127W	KLMA_60486
SKDZ_04G1170	CDC48	YDL126C	KLMA_60484
SKDZ_04G1180	HNT1	YDL125C	KLMA_60483
SKDZ_04G1190	YDL124W	YDL124W	KLMA_60481
SKDZ_04G1200	SNA4	YDL123W	KLMA_60478
SKDZ_04G1210	UBP1	YDL122W	KLMA_80111
SKDZ_04G1220	YDL121C	YDL121C	KLMA_80110
SKDZ_04G1230	YFH1	YDL120W	KLMA_80109
SKDZ_04G1240	YDL119C	YDL119C	KLMA_80106
SKDZ_04G1260	CYK3	YDL117W	KLMA_80100
SKDZ_04G1270	NUP84	YDL116W	KLMA_80098
SKDZ_04G1280	IWR1	YDL115C	KLMA_80095
SKDZ_04G1290	YDL114W	YDL114W	NA
SKDZ_04G1300	ATG20	YDL113C	KLMA_80093
SKDZ_04G1310	TRM3	YDL112W	KLMA_80092
SKDZ_04G1320	RRP42	YDL111C	KLMA_80091
SKDZ_04G1330	TMA17	YDL110C	KLMA_80089
SKDZ_04G1340	YDL109C	YDL109C	NA
SKDZ_04G1350	KIN28	YDL108W	KLMA_60012
SKDZ_04G1360	MSS2	YDL107W	KLMA_60010
SKDZ_04G1370	PHO2	YDL106C	KLMA_20671
SKDZ_04G1380	NSE4	YDL105W	KLMA_20676
SKDZ_04G1390	QRI7	YDL104C	KLMA_20677
SKDZ_04G1400	QRI1	YDL103C	KLMA_20643
SKDZ_04G1410	POL3	YDL102W	KLMA_20646
SKDZ_04G1420	DUN1	YDL101C	KLMA_20647
SKDZ_04G1430	GET3	YDL100C	KLMA_20650
SKDZ_04G1440	BUG1	YDL099W	KLMA_20651
SKDZ_04G1450	SNU23	YDL098C	KLMA_20654
SKDZ_04G1460	RPN6	YDL097C	KLMA_20656
SKDZ_04G1470	PMT1	YDL095W	KLMA_20657
SKDZ_04G1480	PMT5	YDL093W	KLMA_20657
SKDZ_04G1490	SRP14	YDL092W	KLMA_20391
SKDZ_04G1500	UBX3	YDL091C	KLMA_20390
SKDZ_04G1510	RAM1	YDL090C	KLMA_20389
SKDZ_04G1520	NUR1	YDL089W	KLMA_20387
SKDZ_04G1530	ASM4	YDL088C	KLMA_20386
SKDZ_04G1540	LUC7	YDL087C	KLMA_20385
SKDZ_04G1550	YDL086W	YDL086W	KLMA_20377
SKDZ_04G1560	YDL085C-A	YDL085C-A	KLMA_20375
SKDZ_04G1570	NDE2	YDL085W	KLMA_10695
SKDZ_04G1580	SUB2	YDL084W	KLMA_10698
SKDZ_04G1590	RPS16B	YDL083C	NA
SKDZ_04G1600	RPL13A	YDL082W	KLMA_10701
SKDZ_04G1610	RPP1A	YDL081C	KLMA_10702
SKDZ_04G1620	THI3	YDL080C	KLMA_40053
SKDZ_04G1630	MRK1	YDL079C	KLMA_40054
SKDZ_04G1640	MDH3	YDL078C	KLMA_40055
SKDZ_04G1650	VAM6	YDL077C	KLMA_40521
SKDZ_04G1660	RXT3	YDL076C	KLMA_40451
SKDZ_04G1670	RPL31A	YDL075W	KLMA_40452
SKDZ_04G1680	BRE1	YDL074C	KLMA_40454
SKDZ_04G1690	YDL073W	YDL073W	KLMA_40455
SKDZ_04G1700	YET3	YDL072C	KLMA_40459
SKDZ_04G1710	BDF2	YDL070W	NA
SKDZ_04G1720	CBS1	YDL069C	NA
SKDZ_04G1730	COX9	YDL067C	KLMA_40467
SKDZ_04G1740	IDP1	YDL066W	KLMA_40470
SKDZ_04G1750	PEX19	YDL065C	KLMA_70063
SKDZ_04G1760	UBC9	YDL064W	KLMA_70064
SKDZ_04G1780	RPS29B	YDL061C	KLMA_70068
SKDZ_04G1790	TSR1	YDL060W	KLMA_70069
SKDZ_04G1800	RAD59	YDL059C	KLMA_70074
SKDZ_04G1810	USO1	YDL058W	KLMA_70075
SKDZ_04G1820	YDL057W	YDL057W	KLMA_70080
SKDZ_04G1830	MBP1	YDL056W	KLMA_70081
SKDZ_04G1840	PSA1	YDL055C	KLMA_70082
SKDZ_04G1850	MCH1	YDL054C	KLMA_20423
SKDZ_04G1860	PBP4	YDL053C	NA
SKDZ_04G1870	SLC1	YDL052C	KLMA_60451
SKDZ_04G1880	LHP1	YDL051W	KLMA_60449
SKDZ_04G1890	KNH1	YDL049C	NA
SKDZ_04G1900	STP4	YDL048C	NA
SKDZ_04G1910	SIT4	YDL047W	KLMA_10661
SKDZ_04G1920	NPC2	YDL046W	KLMA_70401
SKDZ_04G1930	MRP10	YDL045W-A	KLMA_70403
SKDZ_04G1940	FAD1	YDL045C	KLMA_70404
SKDZ_04G1950	MTF2	YDL044C	KLMA_70405
SKDZ_04G1960	PRP11	YDL043C	KLMA_40278
SKDZ_04G1970	SIR2	YDL042C	KLMA_30182
SKDZ_04G1980	NAT1	YDL040C	KLMA_20330
SKDZ_04G2000	PUS9	YDL036C	KLMA_60282
SKDZ_04G2010	GPR1	YDL035C	KLMA_60280
SKDZ_04G2030	SLM3	YDL033C	KLMA_60278
SKDZ_04G2040	DBP10	YDL031W	KLMA_60277
SKDZ_04G2050	PRP9	YDL030W	KLMA_60276
SKDZ_04G2060	ARP2	YDL029W	KLMA_10173
SKDZ_04G2070	MPS1	YDL028C	KLMA_10172
SKDZ_04G2080	YDL027C	YDL027C	NA
SKDZ_04G2090	RTK1	YDL025C	KLMA_10177
SKDZ_04G2120	GPD1	YDL022W	KLMA_10179
SKDZ_04G2130	GPM2	YDL021W	NA
SKDZ_04G2140	RPN4	YDL020C	NA
SKDZ_04G2150	OSH2	YDL019C	NA
SKDZ_04G2160	ERP3	YDL018C	KLMA_10194
SKDZ_04G2170	CDC7	YDL017W	KLMA_10195
SKDZ_04G2180	TSC13	YDL015C	KLMA_10196
SKDZ_04G2190	NOP1	YDL014W	KLMA_10199
SKDZ_04G2200	SLX5	YDL013W	KLMA_10201
SKDZ_04G2210	YDL012C	YDL012C	KLMA_10203
SKDZ_04G2230	GRX6	YDL010W	KLMA_60133
SKDZ_04G2240	APC11	YDL008W	KLMA_60132
SKDZ_04G2250	RPT2	YDL007W	KLMA_30184
SKDZ_04G2260	PTC1	YDL006W	KLMA_30185
SKDZ_04G2270	MED2	YDL005C	KLMA_30186
SKDZ_04G2280	ATP16	YDL004W	KLMA_30187
SKDZ_04G2290	MCD1	YDL003W	KLMA_30188
SKDZ_04G2300	NHP10	YDL002C	KLMA_60121
SKDZ_04G2310	RMD1	YDL001W	KLMA_60120
SKDZ_04G2320	NTH1	YDR001C	KLMA_60117
SKDZ_04G2330	YRB1	YDR002W	KLMA_60116
SKDZ_04G2340	RCR2	YDR003W	KLMA_60123
SKDZ_04G2350	RAD57	YDR004W	KLMA_60126
SKDZ_04G2360	MAF1	YDR005C	KLMA_60127
SKDZ_04G2370	SOK1	YDR006C	KLMA_60128
SKDZ_04G2380	TRP1	YDR007W	KLMA_60130
SKDZ_04G2390	SNQ2	YDR011W	KLMA_10653
SKDZ_04G2400	RPL4B	YDR012W	KLMA_50245
SKDZ_04G2410	PSF1	YDR013W	KLMA_50243
SKDZ_04G2420	RAD61	YDR014W	KLMA_50242
SKDZ_04G2430	HED1	YDR014W-A	NA
SKDZ_04G2450	DAD1	YDR016C	KLMA_50239
SKDZ_04G2460	KCS1	YDR017C	KLMA_50238
SKDZ_04G2470	YDR018C	YDR018C	NA
SKDZ_04G2480	GCV1	YDR019C	KLMA_50231
SKDZ_04G2490	DAS2	YDR020C	KLMA_50229
SKDZ_04G2500	FAL1	YDR021W	KLMA_10526
SKDZ_04G2520	SES1	YDR023W	KLMA_10524
SKDZ_04G2530	RPS11A	YDR025W	NA
SKDZ_04G2540	NSI1	YDR026C	KLMA_60546
SKDZ_04G2550	VPS54	YDR027C	KLMA_60547
SKDZ_04G2560	REG1	YDR028C	KLMA_60548
SKDZ_04G2570	RAD28	YDR030C	NA
SKDZ_04G2590	PST2	YDR032C	NA
SKDZ_04G2600	MRH1	YDR033W	NA
SKDZ_04G2610	LYS14	YDR034C	KLMA_60554
SKDZ_04G2620	YDR034W-B	YDR034W-B	NA
SKDZ_04G2630	ARO3	YDR035W	KLMA_40107
SKDZ_04G2640	EHD3	YDR036C	KLMA_40110
SKDZ_04G2650	KRS1	YDR037W	KLMA_40122
SKDZ_04G2670	ENA1	YDR040C	KLMA_40202
SKDZ_04G2680	RSM10	YDR041W	KLMA_40120
SKDZ_04G2690	YDR042C	YDR042C	NA
SKDZ_04G2700	NRG1	YDR043C	NA
SKDZ_04G2710	HEM13	YDR044W	KLMA_40115
SKDZ_04G2720	RPC11	YDR045C	KLMA_40114
SKDZ_04G2730	BAP3	YDR046C	NA
SKDZ_04G2740	HEM12	YDR047W	KLMA_20181
SKDZ_04G2750	VMS1	YDR049W	KLMA_20180
SKDZ_04G2760	TPI1	YDR050C	KLMA_40125
SKDZ_04G2770	DET1	YDR051C	KLMA_40124
SKDZ_04G2780	DBF4	YDR052C	KLMA_20187
SKDZ_04G2790	CDC34	YDR054C	KLMA_20706
SKDZ_04G2800	PST1	YDR055W	KLMA_30554
SKDZ_04G2810	YDR056C	YDR056C	KLMA_70368
SKDZ_04G2820	YOS9	YDR057W	NA
SKDZ_04G2830	TGL2	YDR058C	KLMA_10124
SKDZ_04G2840	UBC5	YDR059C	KLMA_70365
SKDZ_04G2850	MAK21	YDR060W	KLMA_70362
SKDZ_04G2860	YDR061W	YDR061W	KLMA_10600
SKDZ_04G2870	LCB2	YDR062W	KLMA_10599
SKDZ_04G2880	AIM7	YDR063W	KLMA_40095
SKDZ_04G2890	RPS13	YDR064W	KLMA_40094
SKDZ_04G2900	RRG1	YDR065W	KLMA_30133
SKDZ_04G2910	OCA6	YDR067C	KLMA_20030
SKDZ_04G2920	DOS2	YDR068W	KLMA_20029
SKDZ_04G2930	DOA4	YDR069C	KLMA_20028
SKDZ_04G2940	FMP16	YDR070C	NA
SKDZ_04G2950	PAA1	YDR071C	KLMA_20026
SKDZ_04G2960	IPT1	YDR072C	KLMA_20024
SKDZ_04G2970	SNF11	YDR073W	NA
SKDZ_04G2980	TPS2	YDR074W	KLMA_20023
SKDZ_04G2990	PPH3	YDR075W	KLMA_20019
SKDZ_04G3000	RAD55	YDR076W	KLMA_20426
SKDZ_04G3010	SED1	YDR077W	KLMA_20427
SKDZ_04G3020	SHU2	YDR078C	KLMA_20430
SKDZ_04G3030	PET100	YDR079W	KLMA_30375
SKDZ_04G3040	TFB5	YDR079C-A	NA
SKDZ_04G3050	VPS41	YDR080W	KLMA_30373
SKDZ_04G3060	PDC2	YDR081C	NA
SKDZ_04G3070	STN1	YDR082W	KLMA_60205
SKDZ_04G3080	RRP8	YDR083W	KLMA_60204
SKDZ_04G3090	TVP23	YDR084C	KLMA_60203
SKDZ_04G3100	AFR1	YDR085C	KLMA_60202
SKDZ_04G3110	SSS1	YDR086C	KLMA_60198
SKDZ_04G3120	RRP1	YDR087C	KLMA_60197
SKDZ_04G3130	SLU7	YDR088C	KLMA_30176
SKDZ_04G3140	YDR089W	YDR089W	KLMA_30175
SKDZ_04G3150	YDR090C	YDR090C	KLMA_10601
SKDZ_04G3160	RLI1	YDR091C	KLMA_30301
SKDZ_04G3170	UBC13	YDR092W	KLMA_30298
SKDZ_04G3180	DNF2	YDR093W	KLMA_30297
SKDZ_04G3190	GIS1	YDR096W	NA
SKDZ_04G3200	MSH6	YDR097C	KLMA_30293
SKDZ_04G3210	GRX3	YDR098C	KLMA_30286
SKDZ_04G3220	BMH2	YDR099W	NA
SKDZ_04G3230	TVP15	YDR100W	NA
SKDZ_04G3240	ARX1	YDR101C	KLMA_20173
SKDZ_04G3250	STE5	YDR103W	KLMA_20171
SKDZ_04G3260	SPO71	YDR104C	KLMA_20170
SKDZ_04G3270	TMS1	YDR105C	KLMA_20175
SKDZ_04G3280	ARP10	YDR106W	KLMA_20176
SKDZ_04G3290	TMN2	YDR107C	KLMA_40129
SKDZ_04G3300	TRS85	YDR108W	KLMA_40130
SKDZ_04G3310	YDR109C	YDR109C	KLMA_40133
SKDZ_04G3320	FOB1	YDR110W	NA
SKDZ_04G3330	ALT2	YDR111C	NA
SKDZ_04G3340	PDS1	YDR113C	KLMA_40141
SKDZ_04G3350	MRPL1	YDR116C	KLMA_40144
SKDZ_04G3360	TMA64	YDR117C	KLMA_40145
SKDZ_04G3370	APC4	YDR118W	NA
SKDZ_04G3380	VBA4	YDR119W	KLMA_40084
SKDZ_04G3380	VBA4	YDR119W	KLMA_50139
SKDZ_04G3390	TRM1	YDR120C	KLMA_40150
SKDZ_04G3400	DPB4	YDR121W	KLMA_40151
SKDZ_04G3410	KIN1	YDR122W	KLMA_40156
SKDZ_04G3420	INO2	YDR123C	NA
SKDZ_04G3430	YDR124W	YDR124W	NA
SKDZ_04G3440	ECM18	YDR125C	KLMA_40159
SKDZ_04G3450	SWF1	YDR126W	KLMA_40160
SKDZ_04G3460	ARO1	YDR127W	KLMA_40161
SKDZ_04G3470	MTC5	YDR128W	KLMA_40162
SKDZ_04G3480	SAC6	YDR129C	KLMA_40164
SKDZ_04G3490	FIN1	YDR130C	NA
SKDZ_04G3500	YDR131C	YDR131C	KLMA_40171
SKDZ_04G3510	YDR132C	YDR132C	KLMA_40172
SKDZ_04G3520	YDR134C	YDR134C	NA
SKDZ_04G3530	YCF1	YDR135C	KLMA_40176
SKDZ_04G3540	RGP1	YDR137W	KLMA_20189
SKDZ_04G3550	HPR1	YDR138W	KLMA_20191
SKDZ_04G3560	MTQ2	YDR140W	NA
SKDZ_04G3570	DOP1	YDR141C	NA
SKDZ_04G3580	PEX7	YDR142C	KLMA_20532
SKDZ_04G3590	SAN1	YDR143C	KLMA_20533
SKDZ_04G3600	MKC7	YDR144C	KLMA_20534
SKDZ_04G3610	TAF12	YDR145W	KLMA_50486
SKDZ_04G3620	SWI5	YDR146C	NA
SKDZ_04G3630	EKI1	YDR147W	NA
SKDZ_04G3640	KGD2	YDR148C	KLMA_50493
SKDZ_04G3650	NUM1	YDR150W	KLMA_50495
SKDZ_04G3660	CTH1	YDR151C	KLMA_50497
SKDZ_04G3670	GIR2	YDR152W	KLMA_50498
SKDZ_04G3680	ENT5	YDR153C	KLMA_50500
SKDZ_04G3690	CPR1	YDR155C	KLMA_50501
SKDZ_04G3700	RPA14	YDR156W	KLMA_50502
SKDZ_04G3710	HOM2	YDR158W	KLMA_50503
SKDZ_04G3720	SAC3	YDR159W	KLMA_50505
SKDZ_04G3730	SSY1	YDR160W	KLMA_50507
SKDZ_04G3740	YDR161W	YDR161W	KLMA_50508
SKDZ_04G3750	NBP2	YDR162C	KLMA_50509
SKDZ_04G3760	CWC15	YDR163W	KLMA_50510
SKDZ_04G3770	SEC1	YDR164C	KLMA_50516
SKDZ_04G3780	TRM82	YDR165W	KLMA_50520
SKDZ_04G3790	SEC5	YDR166C	KLMA_50522
SKDZ_04G3800	TAF10	YDR167W	KLMA_50525
SKDZ_04G3810	CDC37	YDR168W	KLMA_50526
SKDZ_04G3820	STB3	YDR169C	NA
SKDZ_04G3830	SEC7	YDR170C	KLMA_50534
SKDZ_04G3840	HSP42	YDR171W	NA
SKDZ_04G3850	SUP35	YDR172W	KLMA_50537
SKDZ_04G3860	ARG82	YDR173C	KLMA_50536
SKDZ_04G3870	HMO1	YDR174W	KLMA_50546
SKDZ_04G3880	RSM24	YDR175C	KLMA_50547
SKDZ_04G3890	NGG1	YDR176W	KLMA_50548
SKDZ_04G3900	UBC1	YDR177W	KLMA_40020
SKDZ_04G3910	SDH4	YDR178W	KLMA_50550
SKDZ_04G3920	CSN9	YDR179C	NA
SKDZ_04G3930	YDR179W-A	YDR179W-A	KLMA_50552
SKDZ_04G3940	SCC2	YDR180W	KLMA_50554
SKDZ_04G3950	SAS4	YDR181C	KLMA_50555
