accession	kmORF
W0TDG0	KLMA_60094
W0TDG2	KLMA_60396
W0TDG3	KLMA_50449
W0TDG4	KLMA_60099
W0TDG6	KLMA_40140
W0TDG8	KLMA_50454
W0TDH1	KLMA_40145
W0TDH3	KLMA_60406
W0TDH4	KLMA_50192
W0TDH5	KLMA_60109
W0TDH7	KLMA_50464
W0TDH8	KLMA_60411
W0TDI0	KLMA_60114
W0TDI1	KLMA_40155
W0TDI2	KLMA_50469
W0TDI3	KLMA_60416
W0TDI4	KLMA_50202
W0TDI8	KLMA_60421
W0TDI9	KLMA_50207
W0TDJ0	KLMA_60124
W0TDJ1	KLMA_50479
W0TDJ3	KLMA_60426
W0TDJ6	KLMA_50484
W0TDJ7	KLMA_40170
W0TDJ9	KLMA_50217
W0TDK0	KLMA_60134
W0TDK2	KLMA_50489
W0TDK4	KLMA_60139
W0TDK5	KLMA_50222
W0TDK6	KLMA_60441
W0TDL0	KLMA_60446
W0TDL2	KLMA_40185
W0TDL3	KLMA_50232
W0TDL4	KLMA_60144
W0TDL5	KLMA_50237
W0TDL6	KLMA_50504
W0TDL7	KLMA_40190
W0TDL9	KLMA_60149
W0TDM0	KLMA_50242
W0TDM1	KLMA_50509
W0TDM3	KLMA_60456
W0TDM4	KLMA_50247
W0TDM5	KLMA_60154
W0TDM6	KLMA_50514
W0TDM7	KLMA_40200
W0TDM9	KLMA_50252
W0TDN0	KLMA_60159
W0TDN1	KLMA_50519
W0TDN2	KLMA_60466
W0TDN3	KLMA_40205
W0TDN8	KLMA_60471
W0TDN9	KLMA_50262
W0TDP0	KLMA_60169
W0TDP1	KLMA_50529
W0TDP2	KLMA_40215
W0TDP4	KLMA_50267
W0TDP6	KLMA_50534
W0TDP7	KLMA_60481
W0TDQ0	KLMA_50272
W0TDQ3	KLMA_60486
W0TDQ4	KLMA_50277
W0TDQ5	KLMA_60184
W0TDQ7	KLMA_40230
W0TDQ8	KLMA_50282
W0TDQ9	KLMA_60491
W0TDR0	KLMA_60189
W0TDR1	KLMA_50549
W0TDR2	KLMA_40235
W0TDR3	KLMA_50287
W0TDR4	KLMA_60194
W0TDR6	KLMA_50292
W0TDR8	KLMA_60199
W0TDR9	KLMA_50559
W0TDS2	KLMA_40245
W0TDS3	KLMA_50564
W0TDS5	KLMA_40250
W0TDS8	KLMA_60214
W0TDT0	KLMA_60496
W0TDT1	KLMA_50574
W0TDT3	KLMA_40260
W0TDT4	KLMA_50307
W0TDT6	KLMA_50579
W0TDT7	KLMA_50312
W0TDT9	KLMA_50584
W0TDU1	KLMA_60234
W0TDU2	KLMA_50589
W0TDU4	KLMA_60239
W0TDU5	KLMA_50594
W0TDU6	KLMA_50327
W0TDU7	KLMA_60244
W0TDU8	KLMA_50599
W0TDU9	KLMA_50332
W0TDV0	KLMA_60249
W0TDV1	KLMA_50337
W0TDV3	KLMA_40265
W0TDV4	KLMA_60501
W0TDV6	KLMA_50342
W0TDV9	KLMA_60259
W0TDW0	KLMA_60511
W0TDW3	KLMA_60264
W0TDW7	KLMA_50357
W0TDW8	KLMA_60269
W0TDW9	KLMA_60521
W0TDX0	KLMA_50624
W0TDX1	KLMA_60274
W0TDX2	KLMA_50362
W0TDX7	KLMA_60531
W0TDX9	KLMA_60536
W0TDY0	KLMA_50372
W0TDY1	KLMA_50377
W0TDY3	KLMA_60289
W0TDY4	KLMA_60546
W0TDY5	KLMA_40270
W0TDY7	KLMA_50382
W0TDY8	KLMA_50634
W0TDY9	KLMA_40275
W0TDZ0	KLMA_60299
W0TDZ1	KLMA_60551
W0TDZ2	KLMA_50387
W0TDZ6	KLMA_50392
W0TDZ7	KLMA_40285
W0TDZ8	KLMA_70004
W0TDZ9	KLMA_60309
W0TE00	KLMA_50397
W0TE01	KLMA_70009
W0TE03	KLMA_50402
W0TE04	KLMA_60314
W0TE05	KLMA_40295
W0TE07	KLMA_50407
W0TE09	KLMA_60319
W0TE10	KLMA_70019
W0TE14	KLMA_60324
W0TE15	KLMA_60002
W0TE16	KLMA_40310
W0TE18	KLMA_70029
W0TE19	KLMA_60329
W0TE20	KLMA_40315
W0TE21	KLMA_50422
W0TE23	KLMA_60007
W0TE24	KLMA_40320
W0TE25	KLMA_60334
W0TE27	KLMA_70039
W0TE28	KLMA_50427
W0TE29	KLMA_40325
W0TE30	KLMA_60017
W0TE31	KLMA_60339
W0TE35	KLMA_70049
W0TE36	KLMA_60022
W0TE37	KLMA_60344
W0TE39	KLMA_50437
W0TE40	KLMA_60027
W0TE41	KLMA_70054
W0TE42	KLMA_60349
W0TE43	KLMA_50442
W0TE44	KLMA_40340
W0TE45	KLMA_60032
W0TE46	KLMA_70059
W0TE48	KLMA_40345
W0TE49	KLMA_70064
W0TE51	KLMA_60354
W0TE52	KLMA_70069
W0TE53	KLMA_40350
W0TE55	KLMA_60042
W0TE56	KLMA_60359
W0TE58	KLMA_40355
W0TE60	KLMA_50457
W0TE61	KLMA_60364
W0TE62	KLMA_70079
W0TE63	KLMA_40360
W0TE64	KLMA_60052
W0TE65	KLMA_60369
W0TE66	KLMA_50462
W0TE68	KLMA_70084
W0TE69	KLMA_60057
W0TE70	KLMA_60374
W0TE71	KLMA_40370
W0TE72	KLMA_50467
W0TE73	KLMA_70089
W0TE74	KLMA_60062
W0TE75	KLMA_40375
W0TE76	KLMA_70094
W0TE77	KLMA_60379
W0TE79	KLMA_60067
W0TE80	KLMA_70099
W0TE81	KLMA_40380
W0TE84	KLMA_60072
W0TE85	KLMA_40385
W0TE86	KLMA_70104
W0TE87	KLMA_60389
W0TE88	KLMA_60077
W0TE89	KLMA_50482
W0TE91	KLMA_70109
W0TE92	KLMA_60394
W0TE93	KLMA_60082
W0TE95	KLMA_40395
W0TE96	KLMA_50487
W0TE97	KLMA_60399
W0TE98	KLMA_70119
W0TEA0	KLMA_40400
W0TEA1	KLMA_50492
W0TEA3	KLMA_60404
W0TEA4	KLMA_70124
W0TEA6	KLMA_50497
W0TEA7	KLMA_60097
W0TEA8	KLMA_60409
W0TEA9	KLMA_40410
W0TEB0	KLMA_70129
W0TEB1	KLMA_50502
W0TEB3	KLMA_60414
W0TEB4	KLMA_40415
W0TEB6	KLMA_60107
W0TEB7	KLMA_50507
W0TEC0	KLMA_70139
W0TEC1	KLMA_40425
W0TEC2	KLMA_60112
W0TEC3	KLMA_50512
W0TEC5	KLMA_60424
W0TEC6	KLMA_40430
W0TEC9	KLMA_70149
W0TED1	KLMA_60122
W0TED5	KLMA_60127
W0TED7	KLMA_50527
W0TED9	KLMA_70159
W0TEE2	KLMA_60439
W0TEE4	KLMA_70164
W0TEE5	KLMA_60137
W0TEE6	KLMA_40450
W0TEE7	KLMA_60142
W0TEE9	KLMA_70169
W0TEF0	KLMA_60444
W0TEF1	KLMA_60147
W0TEF2	KLMA_40455
W0TEF4	KLMA_60449
W0TEF6	KLMA_60152
W0TEF7	KLMA_40460
W0TEG1	KLMA_60157
W0TEG2	KLMA_40465
W0TEG3	KLMA_60162
W0TEG6	KLMA_50552
W0TEG7	KLMA_60459
W0TEH0	KLMA_70189
W0TEH2	KLMA_50557
W0TEH3	KLMA_60172
W0TEH5	KLMA_70194
W0TEH7	KLMA_50562
W0TEI1	KLMA_50567
W0TEI3	KLMA_60474
W0TEI4	KLMA_70204
W0TEI5	KLMA_40490
W0TEI7	KLMA_50572
W0TEI8	KLMA_60479
W0TEI9	KLMA_40495
W0TEJ0	KLMA_70209
W0TEJ2	KLMA_60484
W0TEJ3	KLMA_50577
W0TEJ4	KLMA_40500
W0TEJ5	KLMA_70214
W0TEJ6	KLMA_60197
W0TEJ7	KLMA_60489
W0TEJ9	KLMA_50582
W0TEK1	KLMA_60202
W0TEK2	KLMA_40510
W0TEK3	KLMA_60494
W0TEK5	KLMA_70224
W0TEK6	KLMA_60207
W0TEK7	KLMA_40515
W0TEK8	KLMA_50592
W0TEK9	KLMA_70229
W0TEL0	KLMA_60212
W0TEL1	KLMA_40520
W0TEL2	KLMA_70234
W0TEL3	KLMA_50597
W0TEL4	KLMA_60217
W0TEL5	KLMA_40525
W0TEL6	KLMA_70239
W0TEL7	KLMA_60222
W0TEL8	KLMA_40530
W0TEL9	KLMA_50602
W0TEM3	KLMA_40535
W0TEM6	KLMA_60232
W0TEM7	KLMA_40540
W0TEM8	KLMA_50612
W0TEM9	KLMA_70254
W0TEN0	KLMA_60237
W0TEN2	KLMA_50617
W0TEN4	KLMA_60242
W0TEN5	KLMA_40550
W0TEN6	KLMA_50622
W0TEN7	KLMA_60504
W0TEN9	KLMA_60247
W0TEP0	KLMA_40555
W0TEP1	KLMA_50627
W0TEP2	KLMA_60509
W0TEP3	KLMA_70269
W0TEP8	KLMA_40565
W0TEP9	KLMA_60514
W0TEQ0	KLMA_60262
W0TEQ1	KLMA_70279
W0TEQ4	KLMA_60267
W0TEQ6	KLMA_70284
W0TEQ8	KLMA_60272
W0TEQ9	KLMA_50632
W0TER6	KLMA_70294
W0TER8	KLMA_60282
W0TER9	KLMA_40590
W0TES1	KLMA_70299
W0TES2	KLMA_60287
W0TES3	KLMA_60549
W0TES6	KLMA_60292
W0TES7	KLMA_60554
W0TES8	KLMA_50637
W0TES9	KLMA_40600
W0TET1	KLMA_70309
W0TET2	KLMA_70002
W0TET3	KLMA_60005
W0TET4	KLMA_60302
W0TET5	KLMA_40605
W0TET6	KLMA_70007
W0TET8	KLMA_60010
W0TET9	KLMA_70012
W0TEU1	KLMA_60307
W0TEU2	KLMA_70319
W0TEU4	KLMA_60015
W0TEU5	KLMA_60312
W0TEU6	KLMA_40615
W0TEU8	KLMA_70324
W0TEU9	KLMA_60020
W0TEV1	KLMA_40620
W0TEV2	KLMA_70027
W0TEV3	KLMA_60025
W0TEV4	KLMA_70329
W0TEV5	KLMA_70032
W0TEV7	KLMA_60322
W0TEV8	KLMA_60030
W0TEW0	KLMA_60035
W0TEW1	KLMA_70037
W0TEW4	KLMA_60040
W0TEW6	KLMA_50005
W0TEW7	KLMA_70042
W0TEW8	KLMA_60332
W0TEW9	KLMA_60045
W0TEX1	KLMA_70344
W0TEX2	KLMA_50010
W0TEX3	KLMA_60337
W0TEX4	KLMA_60050
W0TEX6	KLMA_70349
W0TEX9	KLMA_60342
W0TEY1	KLMA_50020
W0TEY2	KLMA_70062
W0TEY3	KLMA_60060
W0TEY5	KLMA_60347
W0TEY6	KLMA_60065
W0TEY7	KLMA_50025
W0TEY8	KLMA_70067
W0TEZ0	KLMA_60352
W0TEZ1	KLMA_60070
W0TEZ2	KLMA_50030
W0TEZ3	KLMA_70072
W0TEZ5	KLMA_60357
W0TEZ6	KLMA_70364
W0TEZ7	KLMA_50035
W0TF00	KLMA_60362
W0TF01	KLMA_70369
W0TF03	KLMA_50040
W0TF04	KLMA_60085
W0TF06	KLMA_50045
W0TF08	KLMA_60367
W0TF10	KLMA_70092
W0TF12	KLMA_70379
W0TF15	KLMA_70097
W0TF16	KLMA_50055
W0TF17	KLMA_60377
W0TF18	KLMA_70384
W0TF19	KLMA_60100
W0TF20	KLMA_70102
W0TF21	KLMA_50060
W0TF22	KLMA_60105
W0TF25	KLMA_70107
W0TF26	KLMA_60110
W0TF27	KLMA_50065
W0TF28	KLMA_70394
W0TF29	KLMA_60387
W0TF30	KLMA_70112
W0TF31	KLMA_60115
W0TF32	KLMA_50070
W0TF33	KLMA_60392
W0TF34	KLMA_60120
W0TF35	KLMA_70399
W0TF37	KLMA_50075
W0TF41	KLMA_70404
W0TF42	KLMA_50080
W0TF47	KLMA_70132
W0TF48	KLMA_50085
W0TF49	KLMA_60135
W0TF52	KLMA_70137
W0TF53	KLMA_50090
W0TF57	KLMA_70419
W0TF58	KLMA_60145
W0TF60	KLMA_60417
W0TF61	KLMA_70147
W0TF62	KLMA_70424
W0TF63	KLMA_60150
W0TF64	KLMA_50100
W0TF65	KLMA_70152
W0TF67	KLMA_60155
W0TF70	KLMA_70157
W0TF71	KLMA_60160
W0TF73	KLMA_70434
W0TF76	KLMA_60165
W0TF77	KLMA_60432
W0TF78	KLMA_70167
W0TF79	KLMA_50115
W0TF80	KLMA_60170
W0TF81	KLMA_60437
W0TF83	KLMA_50120
W0TF88	KLMA_50125
W0TF89	KLMA_60447
W0TF90	KLMA_60185
W0TF91	KLMA_70182
W0TF92	KLMA_50130
W0TF93	KLMA_70439
W0TF94	KLMA_60190
W0TF95	KLMA_70187
W0TF98	KLMA_60195
W0TFA0	KLMA_70197
W0TFA1	KLMA_60200
W0TFA3	KLMA_70202
W0TFA4	KLMA_60205
W0TFA5	KLMA_60467
W0TFA7	KLMA_70207
W0TFA8	KLMA_70444
W0TFB1	KLMA_60215
W0TFB2	KLMA_60472
W0TFB3	KLMA_50135
W0TFB5	KLMA_70217
W0TFB7	KLMA_60477
W0TFB8	KLMA_70459
W0TFB9	KLMA_60225
W0TFC1	KLMA_60482
W0TFC2	KLMA_80001
W0TFC3	KLMA_70227
W0TFC4	KLMA_60230
W0TFC5	KLMA_80006
W0TFC7	KLMA_70232
W0TFC9	KLMA_70237
W0TFD0	KLMA_80011
W0TFD1	KLMA_60240
W0TFD4	KLMA_70242
W0TFD5	KLMA_50140
W0TFE2	KLMA_70252
W0TFE6	KLMA_70257
W0TFE8	KLMA_80036
W0TFE9	KLMA_60260
W0TFF1	KLMA_80041
W0TFF2	KLMA_50160
W0TFF5	KLMA_80046
W0TFF7	KLMA_70267
W0TFF8	KLMA_60270
W0TFF9	KLMA_80051
W0TFG3	KLMA_80056
W0TFG5	KLMA_70277
W0TFG6	KLMA_60280
W0TFG7	KLMA_50180
W0TFG8	KLMA_60502
W0TFH0	KLMA_50185
W0TFH1	KLMA_70282
W0TFH2	KLMA_60285
W0TFH4	KLMA_50190
W0TFH5	KLMA_70287
W0TFH6	KLMA_80071
W0TFH7	KLMA_60290
W0TFI1	KLMA_70292
W0TFI2	KLMA_60295
W0TFI5	KLMA_80081
W0TFI6	KLMA_70297
W0TFI7	KLMA_60300
W0TFI9	KLMA_80086
W0TFJ1	KLMA_70302
W0TFJ2	KLMA_60305
W0TFJ3	KLMA_50210
W0TFJ5	KLMA_60522
W0TFJ6	KLMA_60310
W0TFJ7	KLMA_70307
W0TFJ8	KLMA_50215
W0TFJ9	KLMA_80096
W0TFK0	KLMA_60315
W0TFK1	KLMA_70312
W0TFK2	KLMA_80101
W0TFK3	KLMA_50220
W0TFK7	KLMA_50225
W0TFK8	KLMA_60532
W0TFK9	KLMA_70317
W0TFL1	KLMA_60325
W0TFL2	KLMA_50230
W0TFL4	KLMA_70322
W0TFL5	KLMA_80116
W0TFL6	KLMA_60330
W0TFL7	KLMA_50235
W0TFL8	KLMA_60542
W0TFL9	KLMA_80121
W0TFM0	KLMA_70327
W0TFM1	KLMA_60547
W0TFM3	KLMA_50240
W0TFM4	KLMA_60552
W0TFM6	KLMA_70332
W0TFM7	KLMA_60340
W0TFM8	KLMA_50245
W0TFM9	KLMA_60557
W0TFN0	KLMA_80131
W0TFN2	KLMA_60345
W0TFN4	KLMA_80136
W0TFN5	KLMA_70005
W0TFN6	KLMA_60350
W0TFN7	KLMA_50255
W0TFP2	KLMA_60355
W0TFP5	KLMA_80146
W0TFP7	KLMA_70020
W0TFP8	KLMA_60360
W0TFQ1	KLMA_70352
W0TFQ3	KLMA_50275
W0TFQ4	KLMA_60365
W0TFQ5	KLMA_80156
W0TFQ6	KLMA_70357
W0TFQ7	KLMA_70030
W0TFQ9	KLMA_80161
W0TFR1	KLMA_70362
W0TFR2	KLMA_70035
W0TFR3	KLMA_50285
W0TFR4	KLMA_80166
W0TFS3	KLMA_80176
W0TFS4	KLMA_70372
W0TFS5	KLMA_70050
W0TFS6	KLMA_50300
W0TFS8	KLMA_80181
W0TFT0	KLMA_70055
W0TFT1	KLMA_50305
W0TFT4	KLMA_70060
W0TFT6	KLMA_50310
W0TFT7	KLMA_80191
W0TFT8	KLMA_70065
W0TFT9	KLMA_60395
W0TFU3	KLMA_50320
W0TFU4	KLMA_70070
W0TFU6	KLMA_70392
W0TFU8	KLMA_70075
W0TFU9	KLMA_50325
W0TFV0	KLMA_60405
W0TFV1	KLMA_70397
W0TFV2	KLMA_70080
W0TFV3	KLMA_80206
W0TFV4	KLMA_50330
W0TFV7	KLMA_80211
W0TFV8	KLMA_70085
W0TFV9	KLMA_50335
W0TFW0	KLMA_70090
W0TFW1	KLMA_60415
W0TFW2	KLMA_70407
W0TFW3	KLMA_80216
W0TFW4	KLMA_70095
W0TFX1	KLMA_80226
W0TFX2	KLMA_50350
W0TFX3	KLMA_70105
W0TFX4	KLMA_60425
W0TFX5	KLMA_70417
W0TFX6	KLMA_70110
W0TFX7	KLMA_80231
W0TFX8	KLMA_50355
W0TFX9	KLMA_60430
W0TFY2	KLMA_80236
W0TFY3	KLMA_50360
W0TFY4	KLMA_70120
W0TFY5	KLMA_70427
W0TFY7	KLMA_80241
W0TFY8	KLMA_50365
W0TFZ0	KLMA_60440
W0TFZ1	KLMA_80246
W0TFZ2	KLMA_50370
W0TFZ3	KLMA_70432
W0TG00	KLMA_50380
W0TG01	KLMA_80256
W0TG02	KLMA_60450
W0TG05	KLMA_80261
W0TG06	KLMA_70145
W0TG07	KLMA_60455
W0TG10	KLMA_80266
W0TG11	KLMA_70155
W0TG12	KLMA_80271
W0TG13	KLMA_60460
W0TG14	KLMA_50395
W0TG18	KLMA_80276
W0TG19	KLMA_60465
W0TG20	KLMA_70165
W0TG22	KLMA_80281
W0TG24	KLMA_50410
W0TG28	KLMA_50415
W0TG30	KLMA_70180
W0TG31	KLMA_60475
W0TG34	KLMA_80296
W0TG36	KLMA_50425
W0TG38	KLMA_60480
W0TG39	KLMA_70190
W0TG40	KLMA_80301
W0TG42	KLMA_70457
W0TG44	KLMA_70195
W0TG46	KLMA_50435
W0TG47	KLMA_70462
W0TG48	KLMA_60490
W0TG49	KLMA_70200
W0TG50	KLMA_80004
W0TG51	KLMA_80311
W0TG52	KLMA_50440
W0TG53	KLMA_80009
W0TG54	KLMA_70205
W0TG55	KLMA_80316
W0TG58	KLMA_80014
W0TG59	KLMA_80321
W0TG61	KLMA_80326
W0TG62	KLMA_80019
W0TG64	KLMA_50455
W0TG65	KLMA_80024
W0TG66	KLMA_80331
W0TG67	KLMA_50460
W0TG68	KLMA_70220
W0TG69	KLMA_60495
W0TG75	KLMA_50470
W0TG76	KLMA_70230
W0TG77	KLMA_80341
W0TG78	KLMA_80039
W0TG79	KLMA_50475
W0TG81	KLMA_80346
W0TG84	KLMA_70240
W0TG85	KLMA_60500
W0TG86	KLMA_80351
W0TG87	KLMA_80049
W0TG89	KLMA_50485
W0TG90	KLMA_70245
W0TG94	KLMA_50490
W0TG95	KLMA_60510
W0TG98	KLMA_80064
W0TG99	KLMA_60515
W0TGA0	KLMA_50495
W0TGA2	KLMA_80366
W0TGA3	KLMA_60520
W0TGA4	KLMA_80069
W0TGA5	KLMA_50500
W0TGA7	KLMA_80371
W0TGA8	KLMA_80074
W0TGA9	KLMA_60525
W0TGB1	KLMA_70265
W0TGB3	KLMA_60530
W0TGB4	KLMA_80376
W0TGB6	KLMA_70270
W0TGB7	KLMA_80084
W0TGB8	KLMA_60535
W0TGC0	KLMA_70275
W0TGC1	KLMA_50515
W0TGC2	KLMA_60540
W0TGC3	KLMA_80089
W0TGC4	KLMA_80386
W0TGC6	KLMA_60545
W0TGC7	KLMA_80094
W0TGC9	KLMA_80391
W0TGD4	KLMA_80396
W0TGD5	KLMA_60555
W0TGD7	KLMA_70290
W0TGD8	KLMA_50530
W0TGD9	KLMA_70003
W0TGE2	KLMA_70295
W0TGE3	KLMA_50535
W0TGE4	KLMA_70008
W0TGE5	KLMA_80114
W0TGE6	KLMA_80406
W0TGE8	KLMA_70300
W0TGE9	KLMA_70013
W0TGF1	KLMA_80411
W0TGF5	KLMA_80124
W0TGF6	KLMA_80416
W0TGF7	KLMA_70023
W0TGG0	KLMA_80129
W0TGG1	KLMA_80421
W0TGG2	KLMA_80134
W0TGG3	KLMA_70028
W0TGG4	KLMA_50555
W0TGG6	KLMA_80426
W0TGG8	KLMA_70033
W0TGH0	KLMA_70320
W0TGH9	KLMA_70048
W0TGI0	KLMA_80154
W0TGI1	KLMA_70330
W0TGI2	KLMA_50570
W0TGI3	KLMA_70053
W0TGI5	KLMA_80159
W0TGI6	KLMA_70335
W0TGI9	KLMA_80164
W0TGJ1	KLMA_70063
W0TGJ2	KLMA_70340
W0TGJ3	KLMA_50580
W0TGJ4	KLMA_80169
W0TGJ5	KLMA_70068
W0TGJ9	KLMA_80174
W0TGK2	KLMA_80179
W0TGK5	KLMA_70078
W0TGK6	KLMA_80184
W0TGK7	KLMA_50595
W0TGK8	KLMA_70355
W0TGK9	KLMA_70083
W0TGL1	KLMA_80189
W0TGL2	KLMA_50600
W0TGL6	KLMA_80194
W0TGL7	KLMA_70365
W0TGL8	KLMA_50605
W0TGL9	KLMA_70093
W0TGM0	KLMA_80199
W0TGM2	KLMA_70098
W0TGM3	KLMA_70370
W0TGM5	KLMA_80204
W0TGM6	KLMA_70103
W0TGM8	KLMA_70375
W0TGN0	KLMA_70108
W0TGN1	KLMA_50620
W0TGN3	KLMA_80214
W0TGN4	KLMA_70113
W0TGN5	KLMA_50625
W0TGN6	KLMA_80219
W0TGN8	KLMA_70118
W0TGP0	KLMA_80224
W0TGP1	KLMA_50630
W0TGP3	KLMA_70390
W0TGP5	KLMA_70128
W0TGP8	KLMA_70133
W0TGQ0	KLMA_80239
W0TGQ2	KLMA_80244
W0TGQ3	KLMA_70405
W0TGQ8	KLMA_20831 KLMA_50635
W0TGQ9	KLMA_80254
W0TGR2	KLMA_70415
W0TGR6	KLMA_70420
W0TGR7	KLMA_80264
W0TGR8	KLMA_70163
W0TGS0	KLMA_70425
W0TGS2	KLMA_70168
W0TGS3	KLMA_60003
W0TGS5	KLMA_70173
W0TGS7	KLMA_70430
W0TGS8	KLMA_80274
W0TGT0	KLMA_70178
W0TGT2	KLMA_80279
W0TGT5	KLMA_70183
W0TGT6	KLMA_80284
W0TGT7	KLMA_60013
W0TGT9	KLMA_70188
W0TGU0	KLMA_60018
W0TGU1	KLMA_80289
W0TGU4	KLMA_80294
W0TGU5	KLMA_60023
W0TGU8	KLMA_70198
W0TGV1	KLMA_70440
W0TGV2	KLMA_60033
W0TGV3	KLMA_70203
W0TGV4	KLMA_80304
W0TGV6	KLMA_60038
W0TGV7	KLMA_70208
W0TGW1	KLMA_70213
W0TGW2	KLMA_80314
W0TGW4	KLMA_60048
W0TGW6	KLMA_80319
W0TGW7	KLMA_60053
W0TGX1	KLMA_60058
W0TGX2	KLMA_80324
W0TGX4	KLMA_70450
W0TGX5	KLMA_70228
W0TGX6	KLMA_60063
W0TGX7	KLMA_80329
W0TGX9	KLMA_70233
W0TGY0	KLMA_60068
W0TGY2	KLMA_70460
W0TGY3	KLMA_70238
W0TGY4	KLMA_80334
W0TGY6	KLMA_60073
W0TGY7	KLMA_70243
W0TGZ3	KLMA_80007
W0TGZ4	KLMA_60083
W0TGZ9	KLMA_70253
W0TH00	KLMA_80349
W0TH03	KLMA_70258
W0TH04	KLMA_60093
W0TH05	KLMA_80022
W0TH06	KLMA_80354
W0TH08	KLMA_60098
W0TH09	KLMA_70263
W0TH10	KLMA_80027
W0TH11	KLMA_80359
W0TH14	KLMA_80032
W0TH15	KLMA_70268
W0TH16	KLMA_80364
W0TH22	KLMA_70273
W0TH24	KLMA_80042
W0TH27	KLMA_80374
W0TH28	KLMA_80047
W0TH29	KLMA_70278
W0TH30	KLMA_60123
W0TH33	KLMA_80052
W0TH37	KLMA_80384
W0TH38	KLMA_80057
W0TH39	KLMA_70288
W0TH40	KLMA_60133
W0TH42	KLMA_80062
W0TH43	KLMA_80389
W0TH44	KLMA_70293
W0TH47	KLMA_80067
W0TH48	KLMA_80394
W0TH49	KLMA_70298
W0TH50	KLMA_60143
W0TH53	KLMA_80399
W0TH54	KLMA_70303
W0TH55	KLMA_60148
W0TH58	KLMA_80404
W0TH59	KLMA_70308
W0TH60	KLMA_60153
W0TH61	KLMA_80082
W0TH66	KLMA_80087
W0TH69	KLMA_80414
W0TH70	KLMA_70318
W0TH71	KLMA_80092
W0TH73	KLMA_60168
W0TH74	KLMA_80419
W0TH75	KLMA_70323
W0TH78	KLMA_60173
W0TH79	KLMA_80424
W0TH81	KLMA_70328
W0TH83	KLMA_60178
W0TH85	KLMA_90001
W0TH86	KLMA_80107
W0TH88	KLMA_60183
W0TH90	KLMA_80112
W0TH91	KLMA_90006
W0TH95	KLMA_80117
W0TH96	KLMA_70343
W0TH98	KLMA_60193
W0THA0	KLMA_70348
W0THA1	KLMA_80122
W0THA2	KLMA_60198
W0THB0	KLMA_70358
W0THB2	KLMA_60208
W0THB4	KLMA_80137
W0THC0	KLMA_70368
W0THC3	KLMA_80147
W0THC6	KLMA_60223
W0THC8	KLMA_80152
W0THD1	KLMA_80157
W0THD2	KLMA_70378
W0THD5	KLMA_80162
W0THD6	KLMA_60233
W0THD9	KLMA_60238
W0THE0	KLMA_80167
W0THE5	KLMA_80172
W0THE6	KLMA_70393
W0THE8	KLMA_60248
W0THE9	KLMA_70398
W0THF0	KLMA_80177
W0THF2	KLMA_60253
W0THF4	KLMA_80182
W0THF6	KLMA_60258
W0THF7	KLMA_80187
W0THF8	KLMA_70408
W0THG1	KLMA_60263
W0THG2	KLMA_80192
W0THG3	KLMA_70413
W0THG5	KLMA_60268
W0THG7	KLMA_60273
W0THG9	KLMA_70418
W0THH5	KLMA_60283
W0THH7	KLMA_80212
W0THH9	KLMA_70428
W0THI2	KLMA_80217
W0THI3	KLMA_60293
W0THI4	KLMA_70433
W0THI7	KLMA_80222
W0THJ2	KLMA_60303
W0THJ4	KLMA_80232
W0THJ6	KLMA_60308
W0THJ8	KLMA_80237
W0THK0	KLMA_60313
W0THK2	KLMA_70438
W0THK4	KLMA_60318
W0THK5	KLMA_80242
W0THK8	KLMA_80247
W0THK9	KLMA_60323
W0THL4	KLMA_60328
W0THL5	KLMA_70443
W0THM2	KLMA_80262
W0THM4	KLMA_70448
W0THM5	KLMA_60343
W0THM7	KLMA_80267
W0THM9	KLMA_70453
W0THN0	KLMA_60348
W0THN2	KLMA_80272
W0THN3	KLMA_70458
W0THN5	KLMA_10837 KLMA_70463
W0THN8	KLMA_80277
W0THP1	KLMA_80005
W0THP2	KLMA_60358
W0THP3	KLMA_80282
W0THP6	KLMA_60363
W0THP8	KLMA_80287
W0THQ0	KLMA_80015
W0THQ2	KLMA_60368
W0THQ4	KLMA_80020
W0THQ8	KLMA_80025
W0THQ9	KLMA_80297
W0THR2	KLMA_60378
W0THR4	KLMA_80030
W0THR7	KLMA_60383
W0THR9	KLMA_80307
W0THS0	KLMA_80035
W0THS2	KLMA_60388
W0THS4	KLMA_80040
W0THT2	KLMA_60398
W0THT3	KLMA_80050
W0THT4	KLMA_80322
W0THT7	KLMA_60403
W0THT9	KLMA_80327
W0THU2	KLMA_80060
W0THU3	KLMA_60408
W0THU7	KLMA_80065
W0THU8	KLMA_60413
W0THV3	KLMA_60418
W0THV4	KLMA_80342
W0THV6	KLMA_60423
W0THV7	KLMA_80075
W0THW1	KLMA_80080
W0THW3	KLMA_60428
W0THW6	KLMA_80085
W0THW8	KLMA_60433
W0THW9	KLMA_80090
W0THX0	KLMA_80357
W0THX3	KLMA_80095
W0THX4	KLMA_60438
W0THX5	KLMA_80362
W0THX8	KLMA_80100
W0THX9	KLMA_60443
W0THY0	KLMA_80367
W0THY2	KLMA_80105
W0THY4	KLMA_60448
W0THY5	KLMA_80110
W0THY9	KLMA_60453
W0THZ0	KLMA_80115
W0THZ2	KLMA_80377
W0THZ5	KLMA_80120
W0TI00	KLMA_80125
W0TI02	KLMA_80387
W0TI03	KLMA_60468
