accession	kmORF	orth_num	ORF	gene	species
W0TCA3	KLMA_30008 KLMA_50004	orth37	YPL257W-B	NA	Kmarx
W0TCA3	KLMA_30008 KLMA_50004	orth38	YPR137C-B	NA	Kmarx
W0TCA3	KLMA_30008 KLMA_50004	orth39	YPR158C-D	NA	Kmarx
W0TCA3	KLMA_30008 KLMA_50004	orth40	YPR158W-B	NA	Kmarx
W0TCD0	KLMA_50633	orth1	YNL242W	ATG2	Kmarx
W0TCG5	KLMA_40472	orth1	YPR184W	GDB1	Kmarx
W0TCJ3	KLMA_50104	orth1	YOR335C	ALA1	Kmarx
W0TCR6	KLMA_50154	orth1	YGL009C	LEU1	Kmarx
W0TCU8	KLMA_40612	orth1	YGL211W	NCS6	Kmarx
W0TCW7	KLMA_60181	orth1	YMR062C	ARG7	Kmarx
W0TD11	KLMA_50047	orth1	YPL120W	VPS30	Kmarx
W0TD39	KLMA_50304	orth1	YDL171C	GLT1	Kmarx
W0TDB3	KLMA_60346	orth1	YGL094C	PAN2	Kmarx
W0TDB6	KLMA_60351	orth1	YGL091C	NBP35	Kmarx
W0TDF9	KLMA_50177	orth1	YML059C	NTE1	Kmarx
W0TDG5	KLMA_50182	NA	NA	NA	Kmarx
W0TDG7	KLMA_60401	orth1	YDR256C	CTA1	Kmarx
W0TDK3	KLMA_40175	orth1	YLR113W	HOG1	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth1	YAR009C	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth2	YBL005W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth3	YBL100W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth4	YBR012W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth5	YCL019W	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth6	YDR034C-D	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth7	YDR098C-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth8	YDR210C-D	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth9	YDR210W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth10	YDR261C-D	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth11	YDR261W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth12	YDR316W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth13	YDR365W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth14	YER138C	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth15	YER160C	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth16	YFL002W-A	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth17	YGR027W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth18	YGR038C-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth19	YGR161C-D	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth20	YGR161W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth21	YHR214C-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth22	YJR027W	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth23	YJR029W	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth24	YLR035C-A	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth25	YLR157C-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth26	YLR227W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth27	YLR410W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth28	YML039W	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth29	YML045W	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth30	YMR045C	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth31	YMR050C	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth32	YNL284C-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth33	YOL103W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth34	YOR142W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth35	YOR192C-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth36	YOR343W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth37	YPL257W-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth38	YPR137C-B	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth39	YPR158C-D	NA	Kmarx
W0TDM2	KLMA_10554 KLMA_40195	orth40	YPR158W-B	NA	Kmarx
W0TDM8	KLMA_60461	orth1	YMR205C	PFK2	Kmarx
W0TDS9	KLMA_50302	orth1	YLR192C	HCR1	Kmarx
W0TDU0	KLMA_50317	orth1	YDL166C	FAP7	Kmarx
W0TE11	KLMA_50412	orth1	YMR009W	ADI1	Kmarx
W0TE54	KLMA_50452	orth1	YPR118W	MRI1	Kmarx
W0TE67	KLMA_40365	orth1	YKL024C	URA6	Kmarx
W0TEB8	KLMA_40420	orth1	YAR009C	NA	Kmarx
W0TEB8	KLMA_40420	orth2	YBL005W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth3	YBL100W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth4	YBR012W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth5	YCL019W	NA	Kmarx
W0TEB8	KLMA_40420	orth6	YDR034C-D	NA	Kmarx
W0TEB8	KLMA_40420	orth7	YDR098C-B	NA	Kmarx
W0TEB8	KLMA_40420	orth8	YDR210C-D	NA	Kmarx
W0TEB8	KLMA_40420	orth9	YDR210W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth10	YDR261C-D	NA	Kmarx
W0TEB8	KLMA_40420	orth11	YDR261W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth12	YDR316W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth13	YDR365W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth14	YER138C	NA	Kmarx
W0TEB8	KLMA_40420	orth15	YER160C	NA	Kmarx
W0TEB8	KLMA_40420	orth16	YFL002W-A	NA	Kmarx
W0TEB8	KLMA_40420	orth17	YGR027W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth18	YGR038C-B	NA	Kmarx
W0TEB8	KLMA_40420	orth19	YGR161C-D	NA	Kmarx
W0TEB8	KLMA_40420	orth20	YGR161W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth21	YHR214C-B	NA	Kmarx
W0TEB8	KLMA_40420	orth22	YJR027W	NA	Kmarx
W0TEB8	KLMA_40420	orth23	YJR029W	NA	Kmarx
W0TEB8	KLMA_40420	orth24	YLR035C-A	NA	Kmarx
W0TEB8	KLMA_40420	orth25	YLR157C-B	NA	Kmarx
W0TEB8	KLMA_40420	orth26	YLR227W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth27	YLR410W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth28	YML039W	NA	Kmarx
W0TEB8	KLMA_40420	orth29	YML045W	NA	Kmarx
W0TEB8	KLMA_40420	orth30	YMR045C	NA	Kmarx
W0TEB8	KLMA_40420	orth31	YMR050C	NA	Kmarx
W0TEB8	KLMA_40420	orth32	YNL284C-B	NA	Kmarx
W0TEB8	KLMA_40420	orth33	YOL103W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth34	YOR142W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth35	YOR192C-B	NA	Kmarx
W0TEB8	KLMA_40420	orth36	YOR343W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth37	YPL257W-B	NA	Kmarx
W0TEB8	KLMA_40420	orth38	YPR137C-B	NA	Kmarx
W0TEB8	KLMA_40420	orth39	YPR158C-D	NA	Kmarx
W0TEB8	KLMA_40420	orth40	YPR158W-B	NA	Kmarx
W0TED0	KLMA_60429	orth1	YJR117W	STE24	Kmarx
W0TED3	KLMA_70154	orth1	YBL088C	TEL1	Kmarx
W0TEF9	KLMA_60454	orth1	YNR007C	ATG3	Kmarx
W0TEP5	KLMA_40560	orth1	YGL137W	SEC27	Kmarx
W0TER3	KLMA_60277	orth1	YDL031W	DBP10	Kmarx
W0TEV6	KLMA_40625	orth1	YGR144W	THI4	Kmarx
W0TEW2	KLMA_40630	orth1	YAR009C	NA	Kmarx
W0TEW2	KLMA_40630	orth2	YBL005W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth3	YBL100W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth4	YBR012W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth5	YCL019W	NA	Kmarx
W0TEW2	KLMA_40630	orth6	YDR034C-D	NA	Kmarx
W0TEW2	KLMA_40630	orth7	YDR098C-B	NA	Kmarx
W0TEW2	KLMA_40630	orth8	YDR210C-D	NA	Kmarx
W0TEW2	KLMA_40630	orth9	YDR210W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth10	YDR261C-D	NA	Kmarx
W0TEW2	KLMA_40630	orth11	YDR261W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth12	YDR316W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth13	YDR365W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth14	YER138C	NA	Kmarx
W0TEW2	KLMA_40630	orth15	YER160C	NA	Kmarx
W0TEW2	KLMA_40630	orth16	YFL002W-A	NA	Kmarx
W0TEW2	KLMA_40630	orth17	YGR027W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth18	YGR038C-B	NA	Kmarx
W0TEW2	KLMA_40630	orth19	YGR161C-D	NA	Kmarx
W0TEW2	KLMA_40630	orth20	YGR161W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth21	YHR214C-B	NA	Kmarx
W0TEW2	KLMA_40630	orth22	YJR027W	NA	Kmarx
W0TEW2	KLMA_40630	orth23	YJR029W	NA	Kmarx
W0TEW2	KLMA_40630	orth24	YLR035C-A	NA	Kmarx
W0TEW2	KLMA_40630	orth25	YLR157C-B	NA	Kmarx
W0TEW2	KLMA_40630	orth26	YLR227W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth27	YLR410W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth28	YML039W	NA	Kmarx
W0TEW2	KLMA_40630	orth29	YML045W	NA	Kmarx
W0TEW2	KLMA_40630	orth30	YMR045C	NA	Kmarx
W0TEW2	KLMA_40630	orth31	YMR050C	NA	Kmarx
W0TEW2	KLMA_40630	orth32	YNL284C-B	NA	Kmarx
W0TEW2	KLMA_40630	orth33	YOL103W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth34	YOR142W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth35	YOR192C-B	NA	Kmarx
W0TEW2	KLMA_40630	orth36	YOR343W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth37	YPL257W-B	NA	Kmarx
W0TEW2	KLMA_40630	orth38	YPR137C-B	NA	Kmarx
W0TEW2	KLMA_40630	orth39	YPR158C-D	NA	Kmarx
W0TEW2	KLMA_40630	orth40	YPR158W-B	NA	Kmarx
W0TF07	KLMA_70374	orth1	YHR070W	TRM5	Kmarx
W0TFC0	KLMA_70222	orth1	YPL228W	CET1	Kmarx
W0TFE1	KLMA_80026	orth1	YEL058W	PCM1	Kmarx
W0TFF4	KLMA_60265	orth1	YNL132W	KRE33	Kmarx
W0TFG9	KLMA_80061	orth1	YJR010W	MET3	Kmarx
W0TFK5	KLMA_60320	orth1	YHL011C	PRS3	Kmarx
W0TFN1	KLMA_70337	orth1	YPR049C	ATG11	Kmarx
W0TFR6	KLMA_50290	orth1	YOR291W	YPK9	Kmarx
W0TFT2	KLMA_80186	orth1	YMR309C	NIP1	Kmarx
W0TFU0	KLMA_50315	orth1	YDL168W	SFA1	Kmarx
W0TFZ4	KLMA_70130	orth1	YBL105C	PKC1	Kmarx
W0TFZ5	KLMA_50375	orth1	YIR002C	MPH1	Kmarx
W0TG09	KLMA_70150	orth1	YBL091C	MAP2	Kmarx
W0TG35	KLMA_70185	NA	NA	NA	Kmarx
W0TG93	KLMA_80059	orth1	YGR192C	TDH3	Kmarx
W0TG93	KLMA_80059	orth2	YJL052W	TDH1	Kmarx
W0TG93	KLMA_80059	orth3	YJR009C	TDH2	Kmarx
W0TG97	KLMA_80361	orth1	YER099C	PRS2	Kmarx
W0TGH6	KLMA_80149	orth1	YNL045W	LAP2	Kmarx
W0TGM4	KLMA_50610	orth1	YNL220W	ADE12	Kmarx
W0TGV0	KLMA_80299	orth1	YBR115C	LYS2	Kmarx
W0TGY8	KLMA_80002	orth1	YAR009C	NA	Kmarx
W0TGY8	KLMA_80002	orth2	YBL005W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth3	YBL100W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth4	YBR012W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth5	YCL019W	NA	Kmarx
W0TGY8	KLMA_80002	orth6	YDR034C-D	NA	Kmarx
W0TGY8	KLMA_80002	orth7	YDR098C-B	NA	Kmarx
W0TGY8	KLMA_80002	orth8	YDR210C-D	NA	Kmarx
W0TGY8	KLMA_80002	orth9	YDR210W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth10	YDR261C-D	NA	Kmarx
W0TGY8	KLMA_80002	orth11	YDR261W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth12	YDR316W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth13	YDR365W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth14	YER138C	NA	Kmarx
W0TGY8	KLMA_80002	orth15	YER160C	NA	Kmarx
W0TGY8	KLMA_80002	orth16	YFL002W-A	NA	Kmarx
W0TGY8	KLMA_80002	orth17	YGR027W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth18	YGR038C-B	NA	Kmarx
W0TGY8	KLMA_80002	orth19	YGR161C-D	NA	Kmarx
W0TGY8	KLMA_80002	orth20	YGR161W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth21	YHR214C-B	NA	Kmarx
W0TGY8	KLMA_80002	orth22	YJR027W	NA	Kmarx
W0TGY8	KLMA_80002	orth23	YJR029W	NA	Kmarx
W0TGY8	KLMA_80002	orth24	YLR035C-A	NA	Kmarx
W0TGY8	KLMA_80002	orth25	YLR157C-B	NA	Kmarx
W0TGY8	KLMA_80002	orth26	YLR227W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth27	YLR410W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth28	YML039W	NA	Kmarx
W0TGY8	KLMA_80002	orth29	YML045W	NA	Kmarx
W0TGY8	KLMA_80002	orth30	YMR045C	NA	Kmarx
W0TGY8	KLMA_80002	orth31	YMR050C	NA	Kmarx
W0TGY8	KLMA_80002	orth32	YNL284C-B	NA	Kmarx
W0TGY8	KLMA_80002	orth33	YOL103W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth34	YOR142W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth35	YOR192C-B	NA	Kmarx
W0TGY8	KLMA_80002	orth36	YOR343W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth37	YPL257W-B	NA	Kmarx
W0TGY8	KLMA_80002	orth38	YPR137C-B	NA	Kmarx
W0TGY8	KLMA_80002	orth39	YPR158C-D	NA	Kmarx
W0TGY8	KLMA_80002	orth40	YPR158W-B	NA	Kmarx
W0TH80	KLMA_80102	orth1	YGL150C	INO80	Kmarx
W0TH92	KLMA_70338	orth1	YPR048W	TAH18	Kmarx
W0THH3	KLMA_80207	orth1	YNL088W	TOP2	Kmarx
W0TI13	KLMA_80397	orth1	YOR119C	RIO1	Kmarx
W0TID5	KLMA_70046	orth1	YLR069C	MEF1	Kmarx
W0TJI8	KLMA_70446	orth1	YPL001W	HAT1	Kmarx
W0TKL8	KLMA_80408	orth1	YLL041C	SDH2	Kmarx
A0A1L7LMB5	KLMA_10838	NA	NA	NA	Kmarx
A0A1L7LMC3	KLMA_90012	orth1	Q0130	NA	Kmarx
A1IIA3	NA	NA	NA	NA	Kmarx
A1IIA4	NA	NA	NA	NA	Kmarx
W0T264	KLMA_10035	orth1	YDR530C	APA2	Kmarx
W0T289	KLMA_10060	orth1	YCL033C	MXR2	Kmarx
W0T2A3	KLMA_10075	orth1	YDR506C	GMC1	Kmarx
W0T2G2	KLMA_10135	orth1	YJR097W	JJJ3	Kmarx
W0T2K3	KLMA_10165	orth1	YOL095C	HMI1	Kmarx
W0T2L5	KLMA_10180	orth1	YOL058W	ARG1	Kmarx
W0T2L7	KLMA_10185	orth1	YAR042W	SWH1	Kmarx
W0T2N2	KLMA_10053	orth1	YCL038C	ATG22	Kmarx
W0T2N7	KLMA_10210	orth1	YLR277C	YSH1	Kmarx
W0T2P1	KLMA_10215	orth1	YLR285W	NNT1	Kmarx
W0T2P5	KLMA_10220	orth1	YOR184W	SER1	Kmarx
W0T2P8	KLMA_10225 KLMA_50134	orth1	YOR185C	GSP2	Kmarx
W0T2Q5	KLMA_10073	orth1	YDR507C	GIN4	Kmarx
W0T2S5	KLMA_10093	orth1	YER018C	SPC25	Kmarx
W0T2S6	KLMA_10255	orth1	YGL127C	SOH1	Kmarx
W0T2S9	KLMA_10260	orth1	YMR008C	PLB1	Kmarx
W0T2T1	KLMA_10098	orth1	YCR042C	TAF2	Kmarx
W0T2T3	KLMA_10265	orth1	YOL009C	MDM12	Kmarx
W0T2T7	KLMA_10270	orth1	YMR001C	CDC5	Kmarx
W0T2U3	KLMA_10108	orth1	YNL267W	PIK1	Kmarx
W0T2U5	KLMA_10280	orth1	YML121W	GTR1	Kmarx
W0T2V1	KLMA_10285	orth1	YDR393W	SHE9	Kmarx
W0T2W3	KLMA_10128	orth1	YNL254C	RTC4	Kmarx
W0T2W5	KLMA_10300	orth1	YDR404C	RPB7	Kmarx
W0T2Y2	KLMA_10320	orth1	YMR215W	GAS3	Kmarx
W0T2Z0	KLMA_10153	orth1	YJL200C	ACO2	Kmarx
W0T2Z6	KLMA_10158	orth1	YCR035C	RRP43	Kmarx
W0T318	KLMA_10168	orth1	YOL093W	TRM10	Kmarx
W0T321	KLMA_10365	orth1	YKR065C	PAM17	Kmarx
W0T330	KLMA_10375	orth1	YJL178C	ATG27	Kmarx
W0T342	KLMA_10390	orth1	YJL166W	QCR8	Kmarx
W0T343	KLMA_10178	orth1	YOL060C	MAM3	Kmarx
W0T346	KLMA_10395	orth1	YDR338C	NA	Kmarx
W0T382	KLMA_10435	orth1	YHR020W	NA	Kmarx
W0T394	KLMA_10450	orth1	YGL003C	CDH1	Kmarx
W0T3A2	KLMA_10243	orth1	YBR213W	MET8	Kmarx
W0T3A6	KLMA_10248	orth1	YGL059W	PKP2	Kmarx
W0T3B9	KLMA_10263	orth1	YMR004W	MVP1	Kmarx
W0T3C7	KLMA_10273	orth1	YOL003C	PFA4	Kmarx
W0T3E2	KLMA_10505	orth1	YMR300C	ADE4	Kmarx
W0T3E7	KLMA_10510	orth1	YHR206W	SKN7	Kmarx
W0T3F8	KLMA_10308	orth1	YMR223W	UBP8	Kmarx
W0T3G4	KLMA_10313	orth1	YMR220W	ERG8	Kmarx
W0T3H5	KLMA_10540	orth1	YCR012W	PGK1	Kmarx
W0T3I6	KLMA_10550	orth1	YEL012W	UBC8	Kmarx
W0T3J3	KLMA_10343	orth1	YKR054C	DYN1	Kmarx
W0T3K1	KLMA_10353	orth1	YJL143W	TIM17	Kmarx
W0T3L1	KLMA_10575	orth1	YMR277W	FCP1	Kmarx
W0T3M2	KLMA_10378	orth1	YKL179C	COY1	Kmarx
W0T3M6	KLMA_10383	orth1	YJL168C	SET2	Kmarx
W0T3P3	KLMA_10046	orth1	YDR519W	FPR2	Kmarx
W0T3P9	KLMA_10051	NA	NA	NA	Kmarx
W0T3R1	KLMA_10418	orth1	YKR081C	RPF2	Kmarx
W0T3T6	KLMA_10086	orth1	YNL279W	PRM1	Kmarx
W0T3U0	KLMA_10645	orth1	YGL070C	RPB9	Kmarx
W0T3U6	KLMA_10650	orth1	YGL075C	MPS2	Kmarx
W0T3V0	KLMA_10655	NA	NA	NA	Kmarx
W0T3V4	KLMA_10660	orth1	YBR037C	SCO1	Kmarx
W0T3V6	KLMA_10463	orth1	YHR175W	CTR2	Kmarx
W0T3W4	KLMA_10473	orth1	YGR258C	RAD2	Kmarx
W0T3W6	KLMA_10116	orth1	YNL263C	YIF1	Kmarx
W0T3X2	KLMA_10483	orth1	YGR264C	MES1	Kmarx
W0T3X8	KLMA_10488	orth1	YGR267C	FOL2	Kmarx
W0T3Y8	KLMA_10670	orth1	YLL018C	DPS1	Kmarx
W0T401	KLMA_10680	orth1	YLR314C	CDC3	Kmarx
W0T411	KLMA_10690	orth1	YDR267C	CIA1	Kmarx
W0T440	KLMA_10553	orth1	YEL013W	VAC8	Kmarx
W0T449	KLMA_10563	orth1	YEL019C	MMS21	Kmarx
W0T452	KLMA_10745	orth1	YPL065W	VPS28	Kmarx
W0T459	KLMA_10181	orth1	YOL057W	NA	Kmarx
W0T470	KLMA_10765	orth1	YPL078C	ATP4	Kmarx
W0T472	KLMA_10196	orth1	YDL015C	TSC13	Kmarx
W0T480	KLMA_10206	orth1	YGR078C	PAC10	Kmarx
W0T485	KLMA_10780	orth1	YPL086C	ELP3	Kmarx
W0T491	KLMA_10216	orth1	YLR286C	CTS1	Kmarx
W0T492	KLMA_10024	orth1	YCL057C-A	MIC10	Kmarx
W0T4A8	KLMA_10236	orth1	YOR191W	ULS1	Kmarx
W0T4B1	KLMA_10623	orth1	YKL195W	MIA40	Kmarx
W0T4B9	KLMA_10049	orth1	YCL043C	PDI1	Kmarx
W0T4C3	KLMA_10633	orth1	YLR420W	URA4	Kmarx
W0T4D0	KLMA_10261	orth1	YMR005W	TAF4	Kmarx
W0T4D1	KLMA_10059	orth1	YCL034W	LSB5	Kmarx
W0T4D6	KLMA_10064	orth1	YDR511W	SDH7	Kmarx
W0T4E3	KLMA_10653	orth1	YDR011W	SNQ2	Kmarx
W0T4E8	KLMA_10658	orth1	YBR038W	CHS2	Kmarx
W0T4F1	KLMA_10079	orth1	YLR180W	SAM1	Kmarx
W0T4F3	KLMA_10286	orth1	YDR394W	RPT3	Kmarx
W0T4F5	KLMA_10663	orth1	YKL067W	YNK1	Kmarx
W0T4G6	KLMA_10094	orth1	YCR044C	PER1	Kmarx
W0T4G8	KLMA_10306	orth1	YMR224C	MRE11	Kmarx
W0T4H3	KLMA_10668	orth1	YGR075C	PRP38	Kmarx
W0T4H6	KLMA_10104	orth1	YNL271C	BNI1	Kmarx
W0T4H7	KLMA_10316	orth1	YOR278W	HEM4	Kmarx
W0T4I1	KLMA_10109	orth1	YGR046W	TAM41	Kmarx
W0T4J7	KLMA_10678	orth1	YLL015W	BPT1	Kmarx
W0T4K6	KLMA_20084	orth1	YHR027C	RPN1	Kmarx
W0T4K8	KLMA_10356	orth1	YGR286C	BIO2	Kmarx
W0T4K9	KLMA_10693	orth1	YOR038C	HIR2	Kmarx
W0T4L2	KLMA_10139	orth1	YNL245C	CWC25	Kmarx
W0T4M1	KLMA_20099	NA	NA	NA	Kmarx
W0T4M2	KLMA_10708	orth1	YEL034W	HYP2	Kmarx
W0T4N1	KLMA_10718	orth1	YJR042W	NUP85	Kmarx
W0T4N4	KLMA_10723	orth1	YEL024W	RIP1	Kmarx
W0T4N5	KLMA_10159	orth1	YCR034W	ELO2	Kmarx
W0T4N6	KLMA_20114	orth1	YJL002C	OST1	Kmarx
W0T4P4	KLMA_10396	orth1	YHR090C	YNG2	Kmarx
W0T4P7	KLMA_20129	orth1	YLR220W	CCC1	Kmarx
W0T4Q1	KLMA_10406	orth1	YKR088C	TVP38	Kmarx
W0T4Q9	KLMA_10416	orth1	YKR083C	DAD2	Kmarx
W0T4R5	KLMA_10763	orth1	YBR196C	PGI1	Kmarx
W0T4S3	KLMA_20159	orth1	YKL099C	UTP11	Kmarx
W0T4S5	KLMA_10436	orth1	YFR025C	HIS2	Kmarx
W0T4T0	KLMA_10441	orth1	YCL001W	RER1	Kmarx
W0T4T1	KLMA_20169	NA	NA	NA	Kmarx
W0T4T5	KLMA_10179	orth1	YDL022W	GPD1	Kmarx
W0T4T6	KLMA_20174	orth1	YER179W	DMC1	Kmarx
W0T4T9	KLMA_10451	orth1	YAR007C	RFA1	Kmarx
W0T4U3	KLMA_10456	orth1	YAR008W	SEN34	Kmarx
W0T4U4	KLMA_20184	orth1	YNR067C	DSE4	Kmarx
W0T4U6	KLMA_10189	orth1	YAR015W	ADE1	Kmarx
W0T4U8	KLMA_10461	orth1	YHR172W	SPC97	Kmarx
W0T4V5	KLMA_10199	orth1	YDL014W	NOP1	Kmarx
W0T4W5	KLMA_10209	orth1	YLR276C	DBP9	Kmarx
W0T4Z0	KLMA_10501	orth1	YGR274C	TAF1	Kmarx
W0T4Z6	KLMA_20017	NA	NA	NA	Kmarx
W0T4Z7	KLMA_10244	orth1	YGL055W	OLE1	Kmarx
W0T504	KLMA_10516	orth1	YJR153W	PGU1	Kmarx
W0T511	KLMA_10259	orth1	YOL012C	HTZ1	Kmarx
W0T515	KLMA_20037	orth1	YBL020W	RFT1	Kmarx
W0T518	KLMA_20042	orth1	YBL015W	ACH1	Kmarx
W0T519	KLMA_10531	orth1	YFR010W	UBP6	Kmarx
W0T523	KLMA_20264	orth1	YGL206C	CHC1	Kmarx
W0T528	KLMA_10541	orth1	YCR014C	POL4	Kmarx
W0T530	KLMA_20052	orth1	YGR149W	NA	Kmarx
W0T531	KLMA_10284	orth1	YOR148C	SPP2	Kmarx
W0T533	KLMA_10546	NA	NA	NA	Kmarx
W0T534	KLMA_20057	NA	NA	NA	Kmarx
W0T536	KLMA_10289	orth1	YOR149C	SMP3	Kmarx
W0T537	KLMA_20062	orth1	YMR267W	PPA2	Kmarx
W0T554	KLMA_10566	orth1	YNL151C	RPC31	Kmarx
W0T557	KLMA_20299	orth1	YGL191W	COX13	Kmarx
W0T562	KLMA_20304	orth1	YFL030W	AGX1	Kmarx
W0T563	KLMA_20092	orth1	YKL155C	RSM22	Kmarx
W0T566	KLMA_10576	orth1	YML114C	TAF8	Kmarx
W0T579	KLMA_10334	orth1	YGR245C	SDA1	Kmarx
W0T582	KLMA_20112	orth1	YJL001W	PRE3	Kmarx
W0T5A2	KLMA_10616	orth1	YLR429W	CRN1	Kmarx
W0T5A5	KLMA_10369	orth1	YJL184W	GON7	Kmarx
W0T5B1	KLMA_10626	orth1	YKL194C	MST1	Kmarx
W0T5B9	KLMA_10636	orth1	YKL190W	CNB1	Kmarx
W0T5C3	KLMA_20162	orth1	YDR228C	PCF11	Kmarx
W0T5C9	KLMA_20344	orth1	YPR107C	YTH1	Kmarx
W0T5D1	KLMA_20172	orth1	YER178W	PDA1	Kmarx
W0T5D6	KLMA_10409	orth1	YKR086W	PRP16	Kmarx
W0T5D7	KLMA_10656	NA	NA	NA	Kmarx
W0T5D9	KLMA_20182	orth1	YBR074W	PFF1	Kmarx
W0T5E0	KLMA_10414	orth1	YOR074C	CDC21	Kmarx
W0T5E2	KLMA_20359	orth1	YOL041C	NOP12	Kmarx
W0T5E7	KLMA_20192	orth1	YPL146C	NOP53	Kmarx
W0T5F0	KLMA_20369	orth1	YOL051W	GAL11	Kmarx
W0T5F2	KLMA_20374	orth1	YDR270W	CCC2	Kmarx
W0T5F9	KLMA_10434	orth1	YHR019C	DED81	Kmarx
W0T5G0	KLMA_20207	orth1	YPL152W	RRD2	Kmarx
W0T5G3	KLMA_10439	orth1	YCL004W	PGS1	Kmarx
